ruta;inicio;fin
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.455;2024-09-16 22:48:36.456
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.491;2024-09-16 22:48:36.493
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.514;2024-09-16 22:48:36.515
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.519;2024-09-16 22:48:36.521
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.529;2024-09-16 22:48:36.531
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.531;2024-09-16 22:48:36.532
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.549;2024-09-16 22:48:36.550
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.556;2024-09-16 22:48:36.557
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.563;2024-09-16 22:48:36.564
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.569;2024-09-16 22:48:36.571
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.590;2024-09-16 22:48:36.591
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.604;2024-09-16 22:48:36.605
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.761;2024-09-16 22:48:36.762
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.780;2024-09-16 22:48:36.781
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.801;2024-09-16 22:48:36.802
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.805;2024-09-16 22:48:36.806
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.811;2024-09-16 22:48:36.812
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.812;2024-09-16 22:48:36.813
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.826;2024-09-16 22:48:36.827
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.830;2024-09-16 22:48:36.831
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.836;2024-09-16 22:48:36.837
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.839;2024-09-16 22:48:36.840
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.844;2024-09-16 22:48:36.844
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyC/;2024-09-16 22:48:36.848;2024-09-16 22:48:36.848
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyQoS/;2024-09-16 22:48:36.958;2024-09-16 22:48:36.958
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/greedyQoS/;2024-09-16 22:48:36.961;2024-09-16 22:48:36.962
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/robin/;2024-09-16 22:48:36.967;2024-09-16 22:48:36.967
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL1/robin/;2024-09-16 22:48:36.967;2024-09-16 22:48:36.968
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.004;2024-09-16 22:48:37.005
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.038;2024-09-16 22:48:37.040
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.065;2024-09-16 22:48:37.067
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.074;2024-09-16 22:48:37.076
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.088;2024-09-16 22:48:37.090
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.090;2024-09-16 22:48:37.092
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.117;2024-09-16 22:48:37.119
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.128;2024-09-16 22:48:37.133
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.149;2024-09-16 22:48:37.150
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.158;2024-09-16 22:48:37.160
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.187;2024-09-16 22:48:37.188
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.213;2024-09-16 22:48:37.216
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.404;2024-09-16 22:48:37.406
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.447;2024-09-16 22:48:37.449
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.467;2024-09-16 22:48:37.469
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.473;2024-09-16 22:48:37.474
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.483;2024-09-16 22:48:37.484
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.484;2024-09-16 22:48:37.486
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.508;2024-09-16 22:48:37.510
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.516;2024-09-16 22:48:37.517
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.525;2024-09-16 22:48:37.526
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.532;2024-09-16 22:48:37.533
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.544;2024-09-16 22:48:37.544
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.553;2024-09-16 22:48:37.555
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.685;2024-09-16 22:48:37.686
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.709;2024-09-16 22:48:37.711
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.731;2024-09-16 22:48:37.733
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.737;2024-09-16 22:48:37.739
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.748;2024-09-16 22:48:37.750
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.750;2024-09-16 22:48:37.757
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.801;2024-09-16 22:48:37.802
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.818;2024-09-16 22:48:37.820
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.833;2024-09-16 22:48:37.835
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.841;2024-09-16 22:48:37.843
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.863;2024-09-16 22:48:37.879
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyC/;2024-09-16 22:48:37.901;2024-09-16 22:48:37.903
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyQoS/;2024-09-16 22:48:38.146;2024-09-16 22:48:38.147
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyQoS/;2024-09-16 22:48:38.147;2024-09-16 22:48:38.147
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/greedyQoS/;2024-09-16 22:48:38.147;2024-09-16 22:48:38.148
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/robin/;2024-09-16 22:48:38.156;2024-09-16 22:48:38.158
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL2/robin/;2024-09-16 22:48:38.158;2024-09-16 22:48:38.159
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.178;2024-09-16 22:48:38.179
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.219;2024-09-16 22:48:38.220
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.248;2024-09-16 22:48:38.249
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.254;2024-09-16 22:48:38.256
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.265;2024-09-16 22:48:38.266
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.266;2024-09-16 22:48:38.267
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.285;2024-09-16 22:48:38.287
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.292;2024-09-16 22:48:38.293
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.298;2024-09-16 22:48:38.299
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.309;2024-09-16 22:48:38.310
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.330;2024-09-16 22:48:38.332
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.348;2024-09-16 22:48:38.350
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.483;2024-09-16 22:48:38.484
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.518;2024-09-16 22:48:38.519
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.539;2024-09-16 22:48:38.541
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.546;2024-09-16 22:48:38.547
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.557;2024-09-16 22:48:38.558
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.558;2024-09-16 22:48:38.560
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.580;2024-09-16 22:48:38.581
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.588;2024-09-16 22:48:38.589
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.597;2024-09-16 22:48:38.598
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.604;2024-09-16 22:48:38.605
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.624;2024-09-16 22:48:38.625
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.644;2024-09-16 22:48:38.646
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.779;2024-09-16 22:48:38.780
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.803;2024-09-16 22:48:38.805
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.815;2024-09-16 22:48:38.816
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.818;2024-09-16 22:48:38.819
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.824;2024-09-16 22:48:38.824
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.824;2024-09-16 22:48:38.825
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.838;2024-09-16 22:48:38.839
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.842;2024-09-16 22:48:38.842
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.846;2024-09-16 22:48:38.846
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.849;2024-09-16 22:48:38.849
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.857;2024-09-16 22:48:38.858
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyC/;2024-09-16 22:48:38.865;2024-09-16 22:48:38.866
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyQoS/;2024-09-16 22:48:38.951;2024-09-16 22:48:38.952
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyQoS/;2024-09-16 22:48:38.952;2024-09-16 22:48:38.953
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/greedyQoS/;2024-09-16 22:48:38.953;2024-09-16 22:48:38.953
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/robin/;2024-09-16 22:48:38.960;2024-09-16 22:48:38.961
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL3/robin/;2024-09-16 22:48:38.961;2024-09-16 22:48:38.962
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:38.991;2024-09-16 22:48:38.994
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.027;2024-09-16 22:48:39.029
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.050;2024-09-16 22:48:39.052
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.060;2024-09-16 22:48:39.062
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.072;2024-09-16 22:48:39.074
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.074;2024-09-16 22:48:39.075
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.096;2024-09-16 22:48:39.098
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.104;2024-09-16 22:48:39.105
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.113;2024-09-16 22:48:39.115
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.121;2024-09-16 22:48:39.122
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.143;2024-09-16 22:48:39.145
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.163;2024-09-16 22:48:39.165
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.303;2024-09-16 22:48:39.304
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.325;2024-09-16 22:48:39.326
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.344;2024-09-16 22:48:39.346
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.350;2024-09-16 22:48:39.351
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.360;2024-09-16 22:48:39.361
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.361;2024-09-16 22:48:39.363
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.381;2024-09-16 22:48:39.382
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.388;2024-09-16 22:48:39.389
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.396;2024-09-16 22:48:39.398
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.403;2024-09-16 22:48:39.404
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.421;2024-09-16 22:48:39.422
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.438;2024-09-16 22:48:39.440
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.574;2024-09-16 22:48:39.576
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.597;2024-09-16 22:48:39.599
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.617;2024-09-16 22:48:39.618
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.622;2024-09-16 22:48:39.624
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.632;2024-09-16 22:48:39.633
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.633;2024-09-16 22:48:39.635
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.653;2024-09-16 22:48:39.655
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.660;2024-09-16 22:48:39.662
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.669;2024-09-16 22:48:39.670
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.676;2024-09-16 22:48:39.677
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.696;2024-09-16 22:48:39.698
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyC/;2024-09-16 22:48:39.713;2024-09-16 22:48:39.714
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyQoS/;2024-09-16 22:48:39.881;2024-09-16 22:48:39.883
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyQoS/;2024-09-16 22:48:39.883;2024-09-16 22:48:39.884
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/greedyQoS/;2024-09-16 22:48:39.884;2024-09-16 22:48:39.885
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/robin/;2024-09-16 22:48:39.895;2024-09-16 22:48:39.898
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/AMPL4/robin/;2024-09-16 22:48:39.898;2024-09-16 22:48:39.899
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:40.091;2024-09-16 22:48:40.118
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:40.414;2024-09-16 22:48:40.433
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:40.686;2024-09-16 22:48:40.703
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:40.754;2024-09-16 22:48:40.771
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:40.874;2024-09-16 22:48:40.891
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:40.891;2024-09-16 22:48:40.908
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:41.132;2024-09-16 22:48:41.149
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:41.217;2024-09-16 22:48:41.236
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:41.326;2024-09-16 22:48:41.343
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:41.411;2024-09-16 22:48:41.428
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:41.635;2024-09-16 22:48:41.652
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:41.842;2024-09-16 22:48:41.861
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:49.603;2024-09-16 22:48:49.620
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:50.051;2024-09-16 22:48:50.068
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:50.293;2024-09-16 22:48:50.310
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:50.362;2024-09-16 22:48:50.379
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:50.482;2024-09-16 22:48:50.499
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:50.500;2024-09-16 22:48:50.517
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:50.745;2024-09-16 22:48:50.763
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:50.832;2024-09-16 22:48:50.849
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:50.936;2024-09-16 22:48:50.953
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:51.023;2024-09-16 22:48:51.040
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:51.249;2024-09-16 22:48:51.266
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:51.455;2024-09-16 22:48:51.472
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:52.883;2024-09-16 22:48:52.900
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:53.152;2024-09-16 22:48:53.169
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:53.386;2024-09-16 22:48:53.402
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:53.453;2024-09-16 22:48:53.470
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:53.579;2024-09-16 22:48:53.596
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:53.596;2024-09-16 22:48:53.613
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:53.831;2024-09-16 22:48:53.847
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:53.914;2024-09-16 22:48:53.931
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:54.015;2024-09-16 22:48:54.032
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:54.098;2024-09-16 22:48:54.115
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:54.313;2024-09-16 22:48:54.330
/home/ggoni/Documentos/PROYE/solocodigo/proycodigo/salida/CH1/greedyC/;2024-09-16 22:48:54.514;2024-09-16 22:48:54.532
