0.21939847	45745.74238	A	\\
0.21962347	45577.77409	A	\\
0.21984847	45323.81969	A	\\
0.22007347	45132.08026	A	\\
0.22029847	44968.21973	A	\\
0.22052347	44867.92653	A	\\
0.22264847	44738.7483	A	\\
0.22289847	44102.42386	A	\\
0.22314847	43766.31866	A	\\
0.22339847	43439.99128	A	\\
0.22364847	43113.6639	A	\\
0.22774847	42816.854758	A	\\
0.24515685	42782.168151	A	\\
0.24542685	42461.949751	A	\\
0.27009847	42212.3855	A	\\
0.27032347	42020.64607	A	\\
0.27054847	41856.78554	A	\\
0.27077347	41756.49234	A	\\
0.27289847	41627.31411	A	\\
0.27314847	40990.98967	A	\\
0.27339847	40654.88447	A	\\
0.27364847	40328.55709	A	\\
0.27389847	40002.22971	A	\\
0.27766847	39907.214653	A	\\
0.27791847	39580.887273	A	\\
0.28201847	39284.078131	A	\\
0.29283185	39075.323981	A	\\
0.29287685	38898.149641	A	\\
0.29310185	38755.105581	A	\\
0.30625185	38713.129461	A	\\
0.30650685	38544.772741	A	\\
0.30652185	38392.911061	A	\\
0.31051685	38355.570562	A	\\
0.31054185	38317.921562	A	\\
0.31056685	38280.272562	A	\\
0.31059185	38242.623562	A	\\
0.31071185	38148.299162	A	\\
0.31073685	38110.650162	A	\\
0.31076185	38073.001162	A	\\
0.31078685	38035.352162	A	\\
0.31081185	37997.703162	A	\\
0.31083685	37960.054162	A	\\
0.31086185	37922.405162	A	\\
0.32414847	37824.64572	A	\\
0.32791847	37729.630663	A	\\
0.32816847	37403.303283	A	\\
0.33226847	37398.199533	A	\\
0.33272847	37273.666238	A	\\
0.33276847	37106.494141	A	\\
0.33497847	37062.09702	A	\\
0.33499347	37008.49192	A	\\
0.33500847	36958.28292	A	\\
0.33876347	36913.476863	A	\\
0.33877847	36863.267863	A	\\
0.33898347	36761.785223	A	\\
0.33899847	36640.754583	A	\\
0.33901347	36587.149483	A	\\
0.33902847	36536.940483	A	\\
0.34005685	36454.637431	A	\\
0.34010185	36277.463091	A	\\
0.34032685	36134.419031	A	\\
0.34056512	35952.39896	A	\\
0.34081512	35391.60773	A	\\
0.34106512	34823.05365	A	\\
0.35552532	34692.747781	A	\\
0.35557032	34658.650151	A	\\
0.35579532	34094.272181	A	\\
0.35584032	34063.309511	A	\\
0.35606532	33498.931541	A	\\
0.38919012	33370.64345	A	\\
0.40143512	33354.88671	A	\\
0.40156512	33276.68513	A	\\
0.40158012	33155.65449	A	\\
0.40159512	33105.44549	A	\\
0.40164512	33012.26627	A	\\
0.40166012	32962.05727	A	\\
0.40183012	32829.32711	A	\\
0.40184512	32779.11811	A	\\
0.40189512	32676.16107	A	\\
0.40191012	32625.95207	A	\\
0.40211512	32591.89497	A	\\
0.40213012	32496.99198	A	\\
0.40214512	32349.83369	A	\\
0.40216012	32299.62469	A	\\
0.40396532	32293.174721	A	\\
0.40419032	32123.674791	A	\\
0.40632512	32089.806091	A	\\
0.40635012	32055.012791	A	\\
0.41639532	32043.917611	A	\\
0.41654532	32026.663931	A	\\
0.41656032	31905.633291	A	\\
0.41657532	31855.424291	A	\\
0.41660532	31779.253811	A	\\
0.41662032	31729.044811	A	\\
0.41666532	31690.803671	A	\\
0.41683032	31585.414891	A	\\
0.41684532	31535.205891	A	\\
0.41687532	31426.139871	A	\\
0.41689032	31375.930871	A	\\
0.41693532	31370.585271	A	\\
0.41711532	31347.982751	A	\\
0.41713032	31226.952111	A	\\
0.41714532	31105.921471	A	\\
0.41716032	31055.712471	A	\\
0.42130032	31004.708132	A	\\
0.42132532	30845.893872	A	\\
0.42135032	30811.100572	A	\\
0.45445012	30798.264371	A	\\
0.45447512	30763.471071	A	\\
0.46286512	30747.40918	A	\\
0.46288012	30697.20018	A	\\
0.46289512	30646.99118	A	\\
0.46293012	30639.42015	A	\\
0.46294512	30589.21115	A	\\
0.46296012	30546.25873	A	\\
0.46313512	30463.71977	A	\\
0.46315012	30410.98953	A	\\
0.46316512	30360.78053	A	\\
0.46318012	30310.57153	A	\\
0.46319512	30260.36253	A	\\
0.46321012	30210.15353	A	\\
0.46345012	30171.44949	A	\\
0.46346512	30121.24049	A	\\
0.46348012	30071.03149	A	\\
0.46349512	30020.82249	A	\\
0.46506032	29987.360311	A	\\
0.46527032	29873.708781	A	\\
0.46528532	29823.499781	A	\\
0.46761512	29815.016892	A	\\
0.46784512	29766.998462	A	\\
0.46786012	29716.789462	A	\\
0.46788512	29681.996162	A	\\
0.46791012	29647.202862	A	\\
0.46793512	29612.409562	A	\\
0.46947532	29578.887882	A	\\
0.47175512	29506.970863	A	\\
0.47178012	29472.177563	A	\\
0.47180512	29437.384263	A	\\
0.47183012	29402.590963	A	\\
0.47185512	29367.797663	A	\\
0.47792532	29347.368251	A	\\
0.47794032	29310.833931	A	\\
0.47798532	29305.488331	A	\\
0.47813532	29227.985851	A	\\
0.47815032	29177.776851	A	\\
0.47816532	29127.567851	A	\\
0.47818032	29077.358851	A	\\
0.47819532	29027.149851	A	\\
0.47821032	28990.615531	A	\\
0.47843532	28985.924571	A	\\
0.47845032	28935.715571	A	\\
0.47846532	28885.506571	A	\\
0.47848032	28835.297571	A	\\
0.47849532	28785.088571	A	\\
0.48255032	28699.078573	A	\\
0.48256532	28648.869573	A	\\
0.48259032	28614.076273	A	\\
0.48261532	28579.282973	A	\\
0.48284532	28531.264543	A	\\
0.48286032	28481.055543	A	\\
0.48288532	28446.262243	A	\\
0.48291032	28411.468943	A	\\
0.48293532	28376.675643	A	\\
0.48675532	28271.236944	A	\\
0.48678032	28236.443644	A	\\
0.48680532	28201.650344	A	\\
0.48683032	28166.857044	A	\\
0.48685532	28132.063744	A	\\
0.52569032	28092.040311	A	\\
0.52570532	28041.831311	A	\\
0.52572032	27991.622311	A	\\
0.52617032	27943.998711	A	\\
0.526484685	27908.937309	A	\\
0.526509685	27874.144009	A	\\
0.526684685	27855.124439	A	\\
0.526709685	27820.331139	A	\\
0.52984032	27785.816713	A	\\
0.53007032	27737.798283	A	\\
0.53008532	27687.589283	A	\\
0.53011032	27652.795983	A	\\
0.53013532	27618.002683	A	\\
0.53016032	27583.209383	A	\\
0.53058532	27570.379083	A	\\
0.53061032	27535.585783	A	\\
0.53398032	27477.770684	A	\\
0.53400532	27442.977384	A	\\
