costo,qos,instancia,metodo,interacion
0.8633849967813492,22168.83053999997,AMPL3,AE,14
0.7500559987483024,23196.463628000005,AMPL3,AE,14
0.6797150079274177,24877.00329699999,AMPL3,AE,14
1.2053479206828117,18916.395435999995,AMPL3,AE,14
0.216968465988636,37782.11451999996,AMPL3,AE,15
0.216968465988636,37782.11451999996,AMPL3,AE,15
0.3149184651243686,32411.55218999997,AMPL3,AE,15
0.216968465988636,37782.11451999996,AMPL3,AE,15
0.216968465988636,37782.11451999996,AMPL3,AE,15
0.4869350726643562,28991.405709999995,AMPL3,AE,15
0.37456251548199654,31605.87480999997,AMPL3,AE,15
0.216968465988636,37782.11451999996,AMPL3,AE,15
0.36541846586942667,31813.601899999987,AMPL3,AE,15
1.448591212319374,16663.05731200002,AMPL3,AE,15
0.216968465988636,37782.11451999996,AMPL3,AE,15
0.36541846586942667,31813.601899999987,AMPL3,AE,15
1.2738186432756902,18204.374813,AMPL3,AE,15
0.216968465988636,37782.11451999996,AMPL3,AE,15
0.22024346834301944,34315.24239999998,AMPL3,AE,15
0.216968465988636,37782.11451999996,AMPL3,AE,15
0.21719346598863598,36659.21179999996,AMPL3,AE,15
0.216968465988636,37782.11451999996,AMPL3,AE,15
0.22024346834301944,34315.24239999998,AMPL3,AE,15
0.216968465988636,37782.11451999996,AMPL3,AE,15
1.6274807126376152,15674.332397000016,AMPL3,AE,15
0.216968465988636,37782.11451999996,AMPL3,AE,15
0.9252906123679638,21187.55381900001,AMPL3,AE,15
0.5006784766578675,28559.005167000007,AMPL3,AE,15
0.8856471949634075,21695.63642499999,AMPL3,AE,15
1.2653282673151494,18529.416887000007,AMPL3,AE,15
0.5351854587022781,27890.101907000007,AMPL3,AE,15
1.1819599538743017,18694.457746,AMPL3,AE,15
0.5792454762406349,26697.746820999982,AMPL3,AE,15
0.5702100014007091,26996.957538999995,AMPL3,AE,15
0.7094075287184238,23545.393194999986,AMPL3,AE,15
0.9161882478542328,21460.03855299997,AMPL3,AE,15
0.5313559951720238,28364.516537,AMPL3,AE,15
1.0841337084638596,19308.07167500001,AMPL3,AE,15
1.0374648987455368,19355.759866000015,AMPL3,AE,15
0.7915372194797039,22108.12086600001,AMPL3,AE,15
0.9696393195801258,20820.696732999982,AMPL3,AE,15
0.656611156020069,24969.491851999992,AMPL3,AE,15
0.9106848730711937,21671.972611999994,AMPL3,AE,15
0.6680749968111515,24825.07086500001,AMPL3,AE,15
0.937766014334917,20827.04727799998,AMPL3,AE,15
0.46813346768736835,29598.238366999998,AMPL3,AE,15
0.7001464963045121,24715.69409300001,AMPL3,AE,15
1.1292511212234497,19287.73389700001,AMPL3,AE,15
0.6389536105202198,25415.477161999996,AMPL3,AE,15
1.0174360162720681,20480.623640999987,AMPL3,AE,15
0.7026859986588955,23763.319382999995,AMPL3,AE,15
0.7732574204589844,23152.950588999993,AMPL3,AE,15
0.881271858881092,21874.662587999974,AMPL3,AE,15
0.4198600011920929,30178.864940000003,AMPL3,AE,15
1.326990247675419,17622.16885999999,AMPL3,AE,15
0.5917639604308128,25904.736067,AMPL3,AE,15
0.8829934715616703,21871.728259999963,AMPL3,AE,15
0.216968465988636,37782.11451999996,AMPL3,AE,16
0.21719346598863598,36659.21179999996,AMPL3,AE,16
0.3177184674787521,32541.002239999998,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
1.0510186387159348,19779.14943299999,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
1.366475402808237,17361.002106000018,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
1.568347182235098,16032.765753000005,AMPL3,AE,16
0.30130499505281444,34272.40285,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
0.21719346598863598,36659.21179999996,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
0.216968465988636,37782.11451999996,AMPL3,AE,16
0.30130499505281444,34272.40285,AMPL3,AE,16
1.5156147633854389,16862.309313000012,AMPL3,AE,16
1.6322243797522544,15087.395718000009,AMPL3,AE,16
0.5133318569183349,27521.265865999976,AMPL3,AE,16
1.169074977529049,18816.251385000007,AMPL3,AE,16
1.2683620067949295,18655.832644999995,AMPL3,AE,16
1.1514624704589844,19581.116074,AMPL3,AE,16
1.1642359083744525,19505.730458999984,AMPL3,AE,16
0.45047500408291813,31037.176491999984,AMPL3,AE,16
1.3204879058412553,18613.33508199999,AMPL3,AE,16
0.6401250013709068,24619.76947199999,AMPL3,AE,16
0.7868399992251396,22310.600337000003,AMPL3,AE,16
0.4875369991357326,30189.22502299999,AMPL3,AE,16
1.3111209562286854,18636.693681000008,AMPL3,AE,16
0.6283711568545342,25000.758022999995,AMPL3,AE,16
0.9683479267028808,20419.725698000002,AMPL3,AE,16
0.8558918566459179,21670.440197,AMPL3,AE,16
0.4623860023245811,30843.016107999993,AMPL3,AE,16
0.5669350064969062,26960.012264999983,AMPL3,AE,16
1.351966161086464,18289.903829999996,AMPL3,AE,16
0.7300600012218953,22833.213389999986,AMPL3,AE,16
0.5830496332752705,26495.12935100001,AMPL3,AE,16
0.8869132507152557,21114.124028000002,AMPL3,AE,16
0.4336899960362911,32531.592213000007,AMPL3,AE,16
0.4303110065565109,32540.239552,AMPL3,AE,16
1.3293554844064712,18333.785515999985,AMPL3,AE,16
0.44442715682473183,31865.606408,AMPL3,AE,16
1.029330584112644,20137.73717999999,AMPL3,AE,16
1.154456731261158,19514.914136999996,AMPL3,AE,16
1.358042801496935,18132.764856,AMPL3,AE,16
0.49830867260475153,28192.46791699998,AMPL3,AE,16
1.808577658766079,15761.309987000008,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
0.6343076591909408,24637.907699999985,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
0.3992549979138374,32373.561639999985,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
0.41894346896886825,28616.503409999998,AMPL3,AE,17
1.1523522364807606,17889.283276000006,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
1.6359704304079055,15954.897628000013,AMPL3,AE,17
0.30130500250339504,35041.374760000006,AMPL3,AE,17
0.30130500250339504,35041.374760000006,AMPL3,AE,17
1.4995035732213498,16536.454335000024,AMPL3,AE,17
1.7259907539145471,15809.516747000009,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
0.21719346598863598,36659.21179999996,AMPL3,AE,17
0.21719346598863598,36659.21179999996,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
1.5400797295734405,16005.277388000017,AMPL3,AE,17
0.21719346598863598,36659.21179999996,AMPL3,AE,17
0.216968465988636,37782.11451999996,AMPL3,AE,17
0.5685499990463256,27417.533437999984,AMPL3,AE,17
0.3166350030994415,33633.89929799999,AMPL3,AE,17
0.7047447544107437,24452.442375000006,AMPL3,AE,17
1.0679265075399875,19010.170136,AMPL3,AE,17
0.9461620102221966,21140.451817999998,AMPL3,AE,17
0.8010839552452088,21963.652287000008,AMPL3,AE,17
0.9531000112056732,20862.549040999987,AMPL3,AE,17
0.6280550105798245,25943.888872,AMPL3,AE,17
0.7750910141859054,22849.580518,AMPL3,AE,17
1.4344481389731407,17096.765131000004,AMPL3,AE,17
1.4010693226795672,17473.224687,AMPL3,AE,17
0.7273236008940697,23519.29083599999,AMPL3,AE,17
1.025599608434057,20531.803730999985,AMPL3,AE,17
1.3470602546789645,17721.587590999996,AMPL3,AE,17
0.5417300042617321,28406.29620800002,AMPL3,AE,17
1.0364639563478946,19146.321632999996,AMPL3,AE,17
0.8611989539041043,21420.031472999992,AMPL3,AE,17
0.594992899910593,25958.164068,AMPL3,AE,17
0.9906786042319298,20846.370901000013,AMPL3,AE,17
1.0076977807109833,20674.306532999995,AMPL3,AE,17
0.26419346437931057,37068.434679999955,AMPL3,AE,18
0.30153000250339507,34227.479490000005,AMPL3,AE,18
0.31469346512436863,33231.82810999998,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
1.3296568946763994,17266.654420000017,AMPL3,AE,18
0.9355689849310398,20798.369032999988,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
1.5520776012627124,15538.761447000012,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
1.4939672549582004,16518.608668000023,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
0.298254992698431,36616.37224999997,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,18
1.1395851118911267,18801.797666000002,AMPL3,AE,18
1.0808075540829183,19688.342684000003,AMPL3,AE,18
0.6060790569737434,26453.323400999998,AMPL3,AE,18
0.5793200621891498,26791.902445000007,AMPL3,AE,18
0.5666550044703483,27782.986968,AMPL3,AE,18
0.856595012397766,22146.74352400001,AMPL3,AE,18
0.5733318535506725,27118.456167000004,AMPL3,AE,18
1.0297113143619538,20519.852702999982,AMPL3,AE,18
0.5775650044107438,26866.85978999999,AMPL3,AE,18
0.8578099903738499,21864.06425999999,AMPL3,AE,18
0.7181049727835654,23640.23602499999,AMPL3,AE,18
1.1694959751081466,18495.89890699999,AMPL3,AE,18
0.9249507838700294,21345.812315,AMPL3,AE,18
1.0305800070631503,20310.900924,AMPL3,AE,18
0.6373834725451469,23760.95226999999,AMPL3,AE,18
1.3777125707722189,16730.884792000004,AMPL3,AE,18
0.4794318587958813,28393.817441000003,AMPL3,AE,18
1.3101679191032887,18281.187661000004,AMPL3,AE,18
0.746304471621275,22835.920956,AMPL3,AE,18
0.9083835132662297,21434.236215999998,AMPL3,AE,18
1.053873715899229,19830.636015999993,AMPL3,AE,18
0.596088601937151,26693.670283999974,AMPL3,AE,18
0.44217001224875446,30797.656969999978,AMPL3,AE,18
0.4240850055730343,32673.880620000014,AMPL3,AE,18
0.5585282494337558,28082.599257999977,AMPL3,AE,18
1.1030464054580211,19316.75503599999,AMPL3,AE,18
1.33095715926013,17250.73105800001,AMPL3,AE,18
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.6110131221847535,24387.320219999998,AMPL3,AE,19
0.6630050910344123,24051.44846999999,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
1.395279351769352,17089.818903000018,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
1.56045572035079,15038.349977000016,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.26419346437931057,37187.16948999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.30130499505281444,36314.31059999999,AMPL3,AE,19
0.36821847194910046,31283.576619999985,AMPL3,AE,19
0.26419346437931057,37187.16948999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.3043300085830688,35258.62315,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,19
0.4817650056028366,27739.532037999987,AMPL3,AE,19
0.42507500014901156,29593.039587000003,AMPL3,AE,19
0.3635900014901161,32868.70880299999,AMPL3,AE,19
0.7809050019669533,23840.170423999996,AMPL3,AE,19
0.7898150164806843,23833.821347999994,AMPL3,AE,19
0.8081760065565109,23142.85780100002,AMPL3,AE,19
0.9004838636536598,19391.801256999992,AMPL3,AE,19
1.2207545750041484,17921.778120000003,AMPL3,AE,19
0.217418465988636,37570.97214999997,AMPL3,AE,19
1.1254969036927223,18476.703240999992,AMPL3,AE,19
0.8420475618017196,22711.449780999985,AMPL3,AE,19
0.819275000745058,22805.988532999992,AMPL3,AE,19
0.5919954227835655,27579.139053999985,AMPL3,AE,19
0.6067461515497207,26824.463236999993,AMPL3,AE,19
0.892234054891777,21123.24561199999,AMPL3,AE,19
1.098558595857477,18635.588618999987,AMPL3,AE,19
0.595707011086464,27512.004887000014,AMPL3,AE,19
0.7939128893605708,23215.93083599997,AMPL3,AE,19
0.5642489983906745,27612.207269999995,AMPL3,AE,19
0.8474761627851962,21273.964979999997,AMPL3,AE,19
0.6072800093281269,26405.370260000003,AMPL3,AE,19
0.216968465988636,37782.11451999996,AMPL3,AE,20
0.216968465988636,37782.11451999996,AMPL3,AE,20
0.216968465988636,37782.11451999996,AMPL3,AE,20
0.216968465988636,37782.11451999996,AMPL3,AE,20
0.30152999505281447,34858.686610000004,AMPL3,AE,20
0.216968465988636,37782.11451999996,AMPL3,AE,20
0.3303875194457054,31076.363939999977,AMPL3,AE,20
0.3303875194457054,31076.363939999977,AMPL3,AE,20
1.7067440158047675,15452.267928000005,AMPL3,AE,20
0.216968465988636,37782.11451999996,AMPL3,AE,20
1.4082644334111214,17142.994429000013,AMPL3,AE,20
0.216968465988636,37782.11451999996,AMPL3,AE,20
0.30152999505281447,34858.686610000004,AMPL3,AE,20
0.216968465988636,37782.11451999996,AMPL3,AE,20
1.4137050795734407,15826.802068000012,AMPL3,AE,20
0.216968465988636,37782.11451999996,AMPL3,AE,20
1.369746162010336,18119.326707000015,AMPL3,AE,20
1.3181072034868717,18308.319751000003,AMPL3,AE,20
0.7187402604308128,24004.484737999996,AMPL3,AE,20
0.46742100330805775,30543.501072000006,AMPL3,AE,20
0.602016370697403,26413.82628499999,AMPL3,AE,20
1.221185458404255,19001.191918,AMPL3,AE,20
0.8526695707396508,20581.072320999996,AMPL3,AE,20
0.6339389024139881,25819.489079999996,AMPL3,AE,20
1.277514411627102,18471.725666999984,AMPL3,AE,20
1.107140795470047,19079.469804999986,AMPL3,AE,20
0.9826668564414978,20458.903520999997,AMPL3,AE,20
0.43980359701976773,30989.737405999997,AMPL3,AE,20
0.5026918644285202,26773.305085999997,AMPL3,AE,20
1.2638893813666343,18667.941416000012,AMPL3,AE,20
0.8278379057816505,22326.39501599999,AMPL3,AE,20
0.7374820740352631,22407.962149,AMPL3,AE,20
1.3691742450826168,18229.553506999997,AMPL3,AE,20
0.6676790542617321,24666.784935999996,AMPL3,AE,20
0.9986436167191028,19468.005044999973,AMPL3,AE,20
1.2289097774923323,18890.357337,AMPL3,AE,20
0.4897650031888485,28034.310781999982,AMPL3,AE,20
1.884331304224968,14199.146753000003,AMPL3,AE,21
0.216968465988636,37782.11451999996,AMPL3,AE,21
0.216968465988636,37782.11451999996,AMPL3,AE,21
0.3684434719491005,30101.570440000003,AMPL3,AE,21
0.216968465988636,37782.11451999996,AMPL3,AE,21
0.216968465988636,37782.11451999996,AMPL3,AE,21
0.216968465988636,37782.11451999996,AMPL3,AE,21
0.21719346598863598,36824.677829999964,AMPL3,AE,21
1.5034076045707703,15947.173534000009,AMPL3,AE,21
0.216968465988636,37782.11451999996,AMPL3,AE,21
1.321476471944046,16691.07470800001,AMPL3,AE,21
0.22024346834301944,34315.24239999998,AMPL3,AE,21
1.3177129521865845,17681.437652999994,AMPL3,AE,21
0.30153000250339507,34227.479490000005,AMPL3,AE,21
0.8361499806215763,20827.59242899999,AMPL3,AE,21
0.773165002682209,23585.747902999985,AMPL3,AE,21
0.7041850061094761,25218.129311000004,AMPL3,AE,21
0.6449278633258343,25780.53953599998,AMPL3,AE,21
1.2059465630804538,18742.886645999995,AMPL3,AE,21
0.8135219221133232,22710.231688999993,AMPL3,AE,21
0.7364915096559524,24657.11690499999,AMPL3,AE,21
0.5571600160336494,27833.224532,AMPL3,AE,21
1.2459725011622906,18003.97125099999,AMPL3,AE,21
0.7420650031888485,24608.849474999995,AMPL3,AE,21
0.7651231678190231,24112.21064999999,AMPL3,AE,21
0.5908236026524066,25841.936376999998,AMPL3,AE,21
1.1475892448087692,19565.491421000006,AMPL3,AE,21
0.536480001579523,28891.587693999994,AMPL3,AE,21
0.5024900014305115,29639.124918000005,AMPL3,AE,21
0.4917050072419643,29748.25323799999,AMPL3,AE,21
1.0298871298902512,20627.39529500001,AMPL3,AE,21
0.41379999275803564,29773.056222000003,AMPL3,AE,21
0.9973942923408032,20721.554044999975,AMPL3,AE,21
0.7505605580736636,24140.989576000004,AMPL3,AE,21
0.6857481514603138,25470.325072999985,AMPL3,AE,21
0.5240400162124633,29145.70186700001,AMPL3,AE,21
0.7141212523245811,25110.603643,AMPL3,AE,21
0.7289809917447566,24663.41036499998,AMPL3,AE,21
1.1520773762108325,18868.426191000013,AMPL3,AE,21
1.308383268775463,17974.295210999997,AMPL3,AE,21
1.0758838108778477,19927.943642,AMPL3,AE,21
0.7730111394797803,23685.918363999976,AMPL3,AE,21
1.036071510073185,20130.565784999995,AMPL3,AE,21
0.5650350004172325,26224.421873000003,AMPL3,AE,21
0.7824037575143814,23307.961462000007,AMPL3,AE,21
1.1394601156164168,19570.477102999994,AMPL3,AE,21
0.44692999630451197,31570.554479999973,AMPL3,AE,22
0.216968465988636,37782.11451999996,AMPL3,AE,22
0.3994799979138374,32892.51659999999,AMPL3,AE,22
0.216968465988636,37782.11451999996,AMPL3,AE,22
0.35485499815225596,34000.712599999984,AMPL3,AE,22
0.216968465988636,37782.11451999996,AMPL3,AE,22
0.216968465988636,37782.11451999996,AMPL3,AE,22
0.216968465988636,37782.11451999996,AMPL3,AE,22
1.573993190048647,14740.934708000017,AMPL3,AE,22
0.2270966551232338,35146.53805,AMPL3,AE,22
0.2270966551232338,35146.53805,AMPL3,AE,22
0.4402100742736816,31621.093679999998,AMPL3,AE,22
0.216968465988636,37782.11451999996,AMPL3,AE,22
0.216968465988636,37782.11451999996,AMPL3,AE,22
1.3842439733310223,17518.222111000006,AMPL3,AE,22
0.4402100742736816,31621.093679999998,AMPL3,AE,22
0.2270966551232338,35146.53805,AMPL3,AE,22
0.2270966551232338,35146.53805,AMPL3,AE,22
0.33921006905827517,34126.971189999975,AMPL3,AE,22
0.4348700017881393,32212.52961399999,AMPL3,AE,22
1.0418586276565551,20442.880664,AMPL3,AE,22
1.3748127790718556,18295.66639099999,AMPL3,AE,22
1.0500272289678572,19597.329405000004,AMPL3,AE,22
0.8899117228729725,21537.02908899999,AMPL3,AE,22
0.7724020758830071,21938.904983999997,AMPL3,AE,22
0.7549300051558017,23245.135557,AMPL3,AE,22
0.6245949970495701,27022.924852999997,AMPL3,AE,22
0.6154470069141388,27136.3025,AMPL3,AE,22
0.8697915087362766,21894.940217999992,AMPL3,AE,22
1.3408406462449074,18392.779702999997,AMPL3,AE,22
0.9191179225603581,21303.830046999985,AMPL3,AE,22
0.6630586144541264,24933.800271999997,AMPL3,AE,22
0.7543740143051147,23846.80679,AMPL3,AE,22
1.139247913589859,19288.01416000001,AMPL3,AE,22
1.0338286114440918,20460.492820999996,AMPL3,AE,22
0.722895001937151,23980.884066999984,AMPL3,AE,22
1.160244200268221,18839.007290000005,AMPL3,AE,22
0.6336523003874301,26566.393248,AMPL3,AE,22
0.6863779089108943,24234.150317000003,AMPL3,AE,22
0.9435204653183936,20859.242307000015,AMPL3,AE,22
1.2162756904265404,18554.11420899999,AMPL3,AE,22
0.9487700122487545,20616.918021999983,AMPL3,AE,22
0.6311150075101852,26744.07203400001,AMPL3,AE,22
0.3560950039041042,33608.36319499996,AMPL3,AE,22
0.4475334698331356,28490.744371999976,AMPL3,AE,22
0.5729750112056732,27407.807229000002,AMPL3,AE,22
0.6402776050961971,25867.722298000004,AMPL3,AE,22
0.6403399979734421,25795.789742,AMPL3,AE,22
1.5168139210404397,17246.723619000008,AMPL3,AE,22
0.5221967190880775,28346.25123999997,AMPL3,AE,23
1.5647617585690499,15334.734688000019,AMPL3,AE,23
0.26744346673369407,35373.44089999999,AMPL3,AE,23
0.26419346437931057,37187.16948999996,AMPL3,AE,23
1.281667600011015,18166.482693000005,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
0.41239346426010126,30335.261569999973,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
1.2681376071933745,18500.25868700001,AMPL3,AE,23
0.267918466733694,32808.04757999998,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
1.418249733954382,15767.415398000017,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,23
0.8423700101029873,21747.522547,AMPL3,AE,23
0.9885292355812072,20016.194631999988,AMPL3,AE,23
0.602939470697403,26702.678938999976,AMPL3,AE,23
0.4808998591237068,29742.79750599999,AMPL3,AE,23
0.728342833198309,23197.85567500001,AMPL3,AE,23
0.8144810092387199,21897.113135,AMPL3,AE,23
1.1320861585532664,19750.873164999997,AMPL3,AE,23
1.3842956878337385,17356.061039,AMPL3,AE,23
1.2786843175833702,18281.09459300002,AMPL3,AE,23
1.2591818663316727,18655.068745000004,AMPL3,AE,23
1.345990817553568,17774.595214000008,AMPL3,AE,23
0.6131618618059158,25883.897183999998,AMPL3,AE,23
0.893789997973442,21155.734181999982,AMPL3,AE,23
0.6145300621337413,25597.116147000004,AMPL3,AE,23
0.959810258791685,20998.76880299999,AMPL3,AE,23
0.7568384603857994,22937.527724999985,AMPL3,AE,23
1.34122763670125,17852.068045999993,AMPL3,AE,23
0.6722510049173831,24882.04388599999,AMPL3,AE,23
0.9774368448143959,20114.969457999978,AMPL3,AE,23
0.5561785970793724,27032.166560999973,AMPL3,AE,23
1.144080994851017,18911.869064999995,AMPL3,AE,23
0.5541799987781048,28140.387865,AMPL3,AE,23
0.5883218653225898,27029.84165800002,AMPL3,AE,23
1.2333885066459178,18769.957347000007,AMPL3,AE,23
0.7184074585276604,23803.29441599997,AMPL3,AE,23
0.216968465988636,37782.11451999996,AMPL3,AE,24
1.5003197984910963,16933.650034000013,AMPL3,AE,24
0.36869347194910046,31017.76542999999,AMPL3,AE,24
0.46594346735954284,29222.931200000006,AMPL3,AE,24
0.5131684732007981,27956.881559999983,AMPL3,AE,24
0.30130500250339504,35256.539339999996,AMPL3,AE,24
0.3043550011324882,34915.21394999999,AMPL3,AE,24
1.5991153783732415,16773.905204000017,AMPL3,AE,24
0.21719346598863598,36659.21179999996,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.34900499344348906,33678.65498,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.21719346598863598,36659.21179999996,AMPL3,AE,24
0.3043800085830688,34203.157299999984,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.6220018576931953,25150.970272,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.21719346598863598,36659.21179999996,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.30130500250339504,35256.539339999996,AMPL3,AE,24
1.6020925037875176,14227.810058000012,AMPL3,AE,24
0.3043800085830688,34203.157299999984,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,24
0.7039733579316139,24294.643186,AMPL3,AE,24
0.6985415108778477,24867.840246999996,AMPL3,AE,24
0.8968499854266643,21217.702044999995,AMPL3,AE,24
1.2965821203820227,17963.640882000014,AMPL3,AE,24
0.7937039559604645,24155.96786100001,AMPL3,AE,24
1.240144894754791,18754.429429999982,AMPL3,AE,24
0.5783390006854534,27400.365574000003,AMPL3,AE,24
0.7942995505364417,23498.765137999988,AMPL3,AE,24
0.7415500011622906,24207.258349999996,AMPL3,AE,24
0.8601654754061698,21823.482579000014,AMPL3,AE,24
0.5395300113844872,27837.698567999993,AMPL3,AE,24
0.5907958046789645,26718.93650000001,AMPL3,AE,24
0.9099318503916264,20671.02386099998,AMPL3,AE,24
0.4597884663760662,30331.245069999975,AMPL3,AE,24
0.6207910095963478,26414.132323999995,AMPL3,AE,24
1.1051736229179858,18889.331521999993,AMPL3,AE,24
0.595660449910593,26556.416845999975,AMPL3,AE,24
1.3339600309631348,17587.310785,AMPL3,AE,24
1.0278760141859056,20260.220918999992,AMPL3,AE,24
0.8800850105798244,21693.943464999997,AMPL3,AE,24
0.8108886031590462,22279.508218999996,AMPL3,AE,24
0.6698601083148479,25113.038622999986,AMPL3,AE,24
1.2806918513113021,18550.377178999992,AMPL3,AE,24
1.0665093034868718,20085.913711999987,AMPL3,AE,24
1.296140603606081,18377.390202000002,AMPL3,AE,24
0.216968465988636,37782.11451999996,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
0.41566847033977505,30113.053200000002,AMPL3,AE,25
0.36821847194910046,31055.935209999992,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
0.26746846673369407,33826.77313999998,AMPL3,AE,25
1.4692704558454515,17392.259611000005,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
1.1215454661868574,18864.891782000002,AMPL3,AE,25
1.6740914092345236,15402.445353000014,AMPL3,AE,25
1.7623324116296768,15084.247668000009,AMPL3,AE,25
1.6158271183540345,15965.591467000018,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
1.8295039231355668,15005.096338000008,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
0.216968465988636,37782.11451999996,AMPL3,AE,25
1.35868990461936,17902.24042599999,AMPL3,AE,25
0.9951289643647194,20305.173951000015,AMPL3,AE,25
0.6146900123381615,26443.857377999997,AMPL3,AE,25
