timestampInicio,timestampFin,instancia,duracion_segundos
2018-03-05 14:40:31,2018-03-05 14:43:00,G1,149.0
2018-03-05 14:40:30,2018-03-05 14:42:54,G1,144.0
2018-03-05 14:40:31,2018-03-05 14:42:57,G1,146.0
2018-03-05 14:40:31,2018-03-05 14:43:06,G1,155.0
2018-03-05 14:40:31,2018-03-05 14:42:58,G1,147.0
2018-03-05 14:40:31,2018-03-05 14:42:53,G1,142.0
2018-03-05 14:40:30,2018-03-05 14:43:01,G1,151.0
2018-03-05 14:40:31,2018-03-05 14:43:00,G1,149.0
2018-03-05 14:40:30,2018-03-05 14:42:53,G1,143.0
2018-03-05 14:40:31,2018-03-05 14:42:52,G1,141.0
2018-03-08 11:18:21,2018-03-08 11:20:32,G1,131.0
2018-03-08 11:18:20,2018-03-08 11:20:36,G1,136.0
2018-03-08 11:18:21,2018-03-08 11:20:31,G1,130.0
2018-03-08 11:18:21,2018-03-08 11:20:34,G1,133.0
2018-03-06 08:44:47,2018-03-06 08:57:35,G1,768.0
2018-03-08 11:18:21,2018-03-08 11:20:32,G1,131.0
2018-03-06 08:44:48,2018-03-06 08:57:55,G1,787.0
2018-03-06 08:44:47,2018-03-06 08:58:28,G1,821.0
2018-03-06 08:44:48,2018-03-06 08:58:45,G1,837.0
2018-03-06 08:44:47,2018-03-06 08:51:53,G1,426.0
2018-03-06 10:22:58,2018-03-06 10:25:03,G1,125.0
2018-03-06 10:22:58,2018-03-06 10:25:00,G1,122.0
2018-03-06 10:22:58,2018-03-06 10:25:01,G1,123.0
2018-03-06 10:22:58,2018-03-06 10:24:57,G1,119.0
2018-03-06 10:22:58,2018-03-06 10:24:57,G1,119.0
2018-03-06 10:49:19,2018-03-06 10:51:22,G1,123.0
2018-03-06 10:49:18,2018-03-06 10:51:21,G1,123.0
2018-03-06 10:49:18,2018-03-06 10:51:23,G1,125.0
2018-03-06 10:49:18,2018-03-06 10:51:22,G1,124.0
2018-03-06 10:49:18,2018-03-06 10:51:18,G1,120.0
2018-03-06 10:54:59,2018-03-06 10:57:21,G1,142.0
2018-03-06 10:54:59,2018-03-06 10:57:17,G1,138.0
2018-03-06 10:54:59,2018-03-06 10:57:16,G1,137.0
2018-03-06 10:54:59,2018-03-06 10:57:10,G1,131.0
2018-03-06 10:54:59,2018-03-06 10:57:16,G1,137.0
2018-03-06 10:56:33,2018-03-06 10:58:42,G1,129.0
2018-03-06 10:56:34,2018-03-06 10:58:42,G1,128.0
2018-03-06 10:56:34,2018-03-06 10:58:44,G1,130.0
2018-03-06 10:56:34,2018-03-06 10:58:46,G1,132.0
2018-03-06 10:56:34,2018-03-06 10:58:46,G1,132.0
2018-03-05 14:40:31,2018-03-05 14:43:16,G1,165.0
2018-03-05 14:40:30,2018-03-05 14:42:52,G1,142.0
2018-03-05 14:40:31,2018-03-05 14:42:56,G1,145.0
2018-03-05 14:40:31,2018-03-05 14:42:59,G1,148.0
2018-03-05 14:40:31,2018-03-05 14:43:02,G1,151.0
2018-03-05 14:40:34,2018-03-05 14:42:48,G1,134.0
2018-03-05 14:40:34,2018-03-05 14:42:48,G1,134.0
2018-03-05 14:40:33,2018-03-05 14:42:53,G1,140.0
2018-03-05 14:40:34,2018-03-05 14:42:47,G1,133.0
2018-03-05 14:40:34,2018-03-05 14:42:53,G1,139.0
2018-03-07 10:19:19,2018-03-07 10:21:08,G2,109.0
2018-03-07 10:19:19,2018-03-07 10:21:05,G2,106.0
2018-03-07 10:19:19,2018-03-07 10:21:04,G2,105.0
2018-03-07 10:19:19,2018-03-07 10:21:07,G2,108.0
2018-03-07 10:19:19,2018-03-07 10:21:05,G2,106.0
2018-03-07 10:19:19,2018-03-07 10:21:04,G2,105.0
2018-03-07 10:19:19,2018-03-07 10:21:08,G2,109.0
2018-03-07 10:19:19,2018-03-07 10:21:06,G2,107.0
2018-03-07 10:19:19,2018-03-07 10:21:04,G2,105.0
2018-03-07 10:19:19,2018-03-07 10:21:05,G2,106.0
2018-03-07 09:19:55,2018-03-07 09:23:39,G2,224.0
2018-03-07 09:19:55,2018-03-07 09:23:44,G2,229.0
2018-03-07 09:19:55,2018-03-07 09:23:51,G2,236.0
2018-03-07 09:19:54,2018-03-07 09:23:48,G2,234.0
2018-03-07 09:19:55,2018-03-07 09:23:17,G2,202.0
2018-03-07 10:37:23,2018-03-07 10:39:19,G2,116.0
2018-03-07 10:37:23,2018-03-07 10:39:12,G2,109.0
2018-03-07 10:37:23,2018-03-07 10:39:20,G2,117.0
2018-03-07 10:37:23,2018-03-07 10:39:16,G2,113.0
2018-03-07 10:37:23,2018-03-07 10:39:19,G2,116.0
2018-03-07 10:38:27,2018-03-07 10:40:39,G2,132.0
2018-03-07 10:38:27,2018-03-07 10:40:41,G2,134.0
2018-03-07 10:38:27,2018-03-07 10:40:32,G2,125.0
2018-03-07 10:38:27,2018-03-07 10:40:42,G2,135.0
2018-03-07 10:38:27,2018-03-07 10:40:38,G2,131.0
2018-03-07 10:38:27,2018-03-07 10:40:39,G2,132.0
2018-03-07 10:38:27,2018-03-07 10:40:44,G2,137.0
2018-03-07 10:38:27,2018-03-07 10:40:43,G2,136.0
2018-03-07 10:38:27,2018-03-07 10:40:38,G2,131.0
2018-03-07 10:38:27,2018-03-07 10:40:46,G2,139.0
2018-03-07 15:33:19,2018-03-07 15:35:11,G2,112.0
2018-03-07 15:33:19,2018-03-07 15:35:09,G2,110.0
2018-03-07 15:33:19,2018-03-07 15:35:09,G2,110.0
2018-03-07 15:33:19,2018-03-07 15:35:10,G2,111.0
2018-03-07 15:33:19,2018-03-07 15:35:06,G2,107.0
2018-03-07 15:53:28,2018-03-07 15:55:18,G2,110.0
2018-03-07 15:53:28,2018-03-07 15:55:15,G2,107.0
2018-03-07 15:53:28,2018-03-07 15:55:17,G2,109.0
2018-03-07 15:53:28,2018-03-07 15:55:20,G2,112.0
2018-03-07 15:53:28,2018-03-07 15:55:13,G2,105.0
2018-03-07 15:58:38,2018-03-07 16:00:32,G2,114.0
2018-03-07 15:58:38,2018-03-07 16:00:32,G2,114.0
2018-03-07 15:58:38,2018-03-07 16:00:32,G2,114.0
2018-03-07 15:58:38,2018-03-07 16:00:32,G2,114.0
2018-03-07 15:58:38,2018-03-07 16:00:35,G2,117.0
2018-03-07 16:04:51,2018-03-07 16:07:03,G2,132.0
2018-03-07 16:04:51,2018-03-07 16:06:51,G2,120.0
2018-03-07 16:04:51,2018-03-07 16:06:58,G2,127.0
2018-03-07 16:04:51,2018-03-07 16:06:54,G2,123.0
2018-03-07 16:04:51,2018-03-07 16:06:47,G2,116.0
