tipotiempo,tiempo,instancia,interacion
_total_solve_time,11932.044723,AMPL2,102
_ampl_elapsed_time,2473.959216,AMPL2,103
_ampl_system_time,38.691314,AMPL2,103
_ampl_user_time,2433.231628,AMPL2,103
_ampl_time,2471.922953,AMPL2,103
_solve_elapsed_time,19.418079,AMPL2,103
_solve_system_time,0.832321,AMPL2,103
_solve_user_time,71.676578,AMPL2,103
_solve_time,72.508899,AMPL2,103
_total_solve_elapsed_time,2561.95963,AMPL2,103
_total_solve_system_time,100.46551,AMPL2,103
_total_solve_user_time,11904.088112,AMPL2,103
_total_solve_time,12004.553622,AMPL2,103
_ampl_elapsed_time,2497.446031,AMPL2,104
_ampl_system_time,39.021035,AMPL2,104
_ampl_user_time,2456.375955,AMPL2,104
_ampl_time,2495.397002,AMPL2,104
_solve_elapsed_time,17.296859,AMPL2,104
_solve_system_time,0.816467,AMPL2,104
_solve_user_time,53.375186,AMPL2,104
_solve_time,54.191653,AMPL2,104
_total_solve_elapsed_time,2579.256489,AMPL2,104
_total_solve_system_time,101.281977,AMPL2,104
_total_solve_user_time,11957.463298,AMPL2,104
_total_solve_time,12058.745275,AMPL2,104
_ampl_elapsed_time,2520.935772,AMPL2,105
_ampl_system_time,39.369728,AMPL2,105
_ampl_user_time,2479.503637,AMPL2,105
_ampl_time,2518.87338,AMPL2,105
_solve_elapsed_time,14.699568,AMPL2,105
_solve_system_time,0.822653,AMPL2,105
_solve_user_time,39.230854,AMPL2,105
_solve_time,40.053507,AMPL2,105
_total_solve_elapsed_time,2593.956057,AMPL2,105
_total_solve_system_time,102.10463,AMPL2,105
_total_solve_user_time,11996.694152,AMPL2,105
_total_solve_time,12098.798782,AMPL2,105
_ampl_elapsed_time,2544.410523,AMPL2,106
_ampl_system_time,39.740394,AMPL2,106
_ampl_user_time,2502.591753,AMPL2,106
_ampl_time,2542.332159,AMPL2,106
_solve_elapsed_time,16.359872,AMPL2,106
_solve_system_time,0.843783,AMPL2,106
_solve_user_time,47.714144,AMPL2,106
_solve_time,48.557927,AMPL2,106
_total_solve_elapsed_time,2610.315929,AMPL2,106
_total_solve_system_time,102.948413,AMPL2,106
_total_solve_user_time,12044.408296,AMPL2,106
_total_solve_time,12147.356709,AMPL2,106
_ampl_elapsed_time,2567.878308,AMPL2,107
_ampl_system_time,40.117065,AMPL2,107
_ampl_user_time,2525.669641,AMPL2,107
_ampl_time,2565.786723,AMPL2,107
_solve_elapsed_time,15.452128,AMPL2,107
_solve_system_time,0.900073,AMPL2,107
_solve_user_time,42.797298,AMPL2,107
_solve_time,43.697371,AMPL2,107
_total_solve_elapsed_time,2625.768057,AMPL2,107
_total_solve_system_time,103.848486,AMPL2,107
_total_solve_user_time,12087.205594,AMPL2,107
_total_solve_time,12191.05408,AMPL2,107
_ampl_elapsed_time,2591.433342,AMPL2,108
_ampl_system_time,40.460762,AMPL2,108
_ampl_user_time,2548.868165,AMPL2,108
_ampl_time,2589.328935,AMPL2,108
_solve_elapsed_time,15.291882,AMPL2,108
_solve_system_time,0.935126,AMPL2,108
_solve_user_time,44.25514,AMPL2,108
_solve_time,45.190266,AMPL2,108
_total_solve_elapsed_time,2641.059939,AMPL2,108
_total_solve_system_time,104.783612,AMPL2,108
_total_solve_user_time,12131.460734,AMPL2,108
_total_solve_time,12236.244346,AMPL2,108
_ampl_elapsed_time,2614.928571,AMPL2,109
_ampl_system_time,40.822443,AMPL2,109
_ampl_user_time,2571.987652,AMPL2,109
_ampl_time,2612.810095,AMPL2,109
_solve_elapsed_time,14.577474,AMPL2,109
_solve_system_time,0.94172,AMPL2,109
_solve_user_time,36.006138,AMPL2,109
_solve_time,36.947858,AMPL2,109
_total_solve_elapsed_time,2655.637413,AMPL2,109
_total_solve_system_time,105.725332,AMPL2,109
_total_solve_user_time,12167.466872,AMPL2,109
_total_solve_time,12273.192204,AMPL2,109
_ampl_elapsed_time,2638.418055,AMPL2,110
_ampl_system_time,41.16514,AMPL2,110
_ampl_user_time,2595.120368,AMPL2,110
_ampl_time,2636.285525,AMPL2,110
_solve_elapsed_time,15.078707,AMPL2,110
_solve_system_time,0.84382,AMPL2,110
_solve_user_time,44.838073,AMPL2,110
_solve_time,45.681893,AMPL2,110
_total_solve_elapsed_time,2670.71612,AMPL2,110
_total_solve_system_time,106.569152,AMPL2,110
_total_solve_user_time,12212.304945,AMPL2,110
_total_solve_time,12318.874097,AMPL2,110
_ampl_elapsed_time,2661.869976,AMPL2,111
_ampl_system_time,41.523825,AMPL2,111
_ampl_user_time,2618.2011,AMPL2,111
_ampl_time,2659.724956,AMPL2,111
_solve_elapsed_time,13.115331,AMPL2,111
_solve_system_time,0.86376,AMPL2,111
_solve_user_time,32.659293,AMPL2,111
_solve_time,33.523053,AMPL2,111
_total_solve_elapsed_time,2683.831451,AMPL2,111
_total_solve_system_time,107.432912,AMPL2,111
_total_solve_user_time,12244.964238,AMPL2,111
_total_solve_time,12352.39715,AMPL2,111
_ampl_elapsed_time,2685.342818,AMPL2,112
_ampl_system_time,41.862536,AMPL2,112
_ampl_user_time,2641.321337,AMPL2,112
_ampl_time,2683.183891,AMPL2,112
_solve_elapsed_time,15.885452,AMPL2,112
_solve_system_time,0.914909,AMPL2,112
_solve_user_time,48.587797,AMPL2,112
_solve_time,49.502706,AMPL2,112
_total_solve_elapsed_time,2699.716903,AMPL2,112
_total_solve_system_time,108.347821,AMPL2,112
_total_solve_user_time,12293.552035,AMPL2,112
_total_solve_time,12401.899856,AMPL2,112
_ampl_elapsed_time,2708.815717,AMPL2,113
_ampl_system_time,42.20224,AMPL2,113
_ampl_user_time,2664.440186,AMPL2,113
_ampl_time,2706.642442,AMPL2,113
_solve_elapsed_time,15.155822,AMPL2,113
_solve_system_time,0.875242,AMPL2,113
_solve_user_time,41.8457,AMPL2,113
_solve_time,42.720942,AMPL2,113
_total_solve_elapsed_time,2714.872725,AMPL2,113
_total_solve_system_time,109.223063,AMPL2,113
_total_solve_user_time,12335.397735,AMPL2,113
_total_solve_time,12444.620798,AMPL2,113
_ampl_elapsed_time,2732.299209,AMPL2,114
_ampl_system_time,42.552921,AMPL2,114
_ampl_user_time,2687.558234,AMPL2,114
_ampl_time,2730.111155,AMPL2,114
_solve_elapsed_time,12.595281,AMPL2,114
_solve_system_time,0.863142,AMPL2,114
_solve_user_time,26.859594,AMPL2,114
_solve_time,27.722736,AMPL2,114
_total_solve_elapsed_time,2727.468006,AMPL2,114
_total_solve_system_time,110.086205,AMPL2,114
_total_solve_user_time,12362.257329,AMPL2,114
_total_solve_time,12472.343534,AMPL2,114
_ampl_elapsed_time,2755.795599,AMPL2,115
_ampl_system_time,42.932573,AMPL2,115
_ampl_user_time,2710.662029,AMPL2,115
_ampl_time,2753.59462,AMPL2,115
_solve_elapsed_time,15.684492,AMPL2,115
_solve_system_time,0.885711,AMPL2,115
_solve_user_time,38.880525,AMPL2,115
_solve_time,39.766236,AMPL2,115
_total_solve_elapsed_time,2743.152498,AMPL2,115
_total_solve_system_time,110.971916,AMPL2,115
_total_solve_user_time,12401.137854,AMPL2,115
_total_solve_time,12512.10977,AMPL2,115
_ampl_elapsed_time,2779.303205,AMPL2,116
_ampl_system_time,43.311263,AMPL2,116
_ampl_user_time,2733.7771,AMPL2,116
_ampl_time,2777.088378,AMPL2,116
_solve_elapsed_time,12.961937,AMPL2,116
_solve_system_time,0.851038,AMPL2,116
_solve_user_time,25.737042,AMPL2,116
_solve_time,26.58808,AMPL2,116
_total_solve_elapsed_time,2756.114435,AMPL2,116
_total_solve_system_time,111.822954,AMPL2,116
_total_solve_user_time,12426.874896,AMPL2,116
_total_solve_time,12538.69785,AMPL2,116
_ampl_elapsed_time,2802.847636,AMPL2,117
_ampl_system_time,43.67195,AMPL2,117
_ampl_user_time,2756.948039,AMPL2,117
_ampl_time,2800.619999,AMPL2,117
_solve_elapsed_time,12.499868,AMPL2,117
_solve_system_time,0.907321,AMPL2,117
_solve_user_time,28.262356,AMPL2,117
_solve_time,29.169677,AMPL2,117
_total_solve_elapsed_time,2768.614303,AMPL2,117
_total_solve_system_time,112.730275,AMPL2,117
_total_solve_user_time,12455.137252,AMPL2,117
_total_solve_time,12567.867527,AMPL2,117
_ampl_elapsed_time,2826.353517,AMPL2,118
_ampl_system_time,44.034641,AMPL2,118
_ampl_user_time,2780.078282,AMPL2,118
_ampl_time,2824.112939,AMPL2,118
_solve_elapsed_time,11.389749,AMPL2,118
_solve_system_time,0.878157,AMPL2,118
_solve_user_time,23.293046,AMPL2,118
_solve_time,24.171203,AMPL2,118
_total_solve_elapsed_time,2780.004052,AMPL2,118
_total_solve_system_time,113.608432,AMPL2,118
_total_solve_user_time,12478.430298,AMPL2,118
_total_solve_time,12592.03873,AMPL2,118
_ampl_elapsed_time,2849.819683,AMPL2,119
_ampl_system_time,44.377354,AMPL2,119
_ampl_user_time,2803.188898,AMPL2,119
_ampl_time,2847.56627,AMPL2,119
_solve_elapsed_time,12.602698,AMPL2,119
_solve_system_time,0.90448,AMPL2,119
_solve_user_time,28.328646,AMPL2,119
_solve_time,29.233126,AMPL2,119
_total_solve_elapsed_time,2792.60675,AMPL2,119
_total_solve_system_time,114.512912,AMPL2,119
_total_solve_user_time,12506.758944,AMPL2,119
_total_solve_time,12621.271856,AMPL2,119
_ampl_elapsed_time,2873.341469,AMPL2,120
_ampl_system_time,44.733032,AMPL2,120
_ampl_user_time,2826.341949,AMPL2,120
_ampl_time,2871.074998,AMPL2,120
_solve_elapsed_time,18.255802,AMPL2,120
_solve_system_time,0.890162,AMPL2,120
_solve_user_time,73.628262,AMPL2,120
_solve_time,74.518424,AMPL2,120
_total_solve_elapsed_time,2810.862552,AMPL2,120
_total_solve_system_time,115.403074,AMPL2,120
_total_solve_user_time,12580.387206,AMPL2,120
_total_solve_time,12695.79028,AMPL2,120
_ampl_elapsed_time,2896.805009,AMPL2,121
_ampl_system_time,45.087695,AMPL2,121
_ampl_user_time,2849.437098,AMPL2,121
_ampl_time,2894.524806,AMPL2,121
_solve_elapsed_time,11.407578,AMPL2,121
_solve_system_time,0.864819,AMPL2,121
_solve_user_time,22.906816,AMPL2,121
_solve_time,23.771635,AMPL2,121
_total_solve_elapsed_time,2822.27013,AMPL2,121
_total_solve_system_time,116.267893,AMPL2,121
_total_solve_user_time,12603.294022,AMPL2,121
_total_solve_time,12719.561915,AMPL2,121
_ampl_elapsed_time,2920.301405,AMPL2,122
_ampl_system_time,45.445386,AMPL2,122
_ampl_user_time,2872.563057,AMPL2,122
_ampl_time,2918.008451,AMPL2,122
_solve_elapsed_time,11.591758,AMPL2,122
_solve_system_time,0.933841,AMPL2,122
_solve_user_time,21.030412,AMPL2,122
_solve_time,21.964253,AMPL2,122
_total_solve_elapsed_time,2833.861888,AMPL2,122
_total_solve_system_time,117.201734,AMPL2,122
_total_solve_user_time,12624.324434,AMPL2,122
_total_solve_time,12741.526168,AMPL2,122
_ampl_elapsed_time,2943.784,AMPL2,123
_ampl_system_time,45.836017,AMPL2,123
_ampl_user_time,2895.643036,AMPL2,123
_ampl_time,2941.479053,AMPL2,123
_solve_elapsed_time,18.799077,AMPL2,123
_solve_system_time,0.893947,AMPL2,123
_solve_user_time,78.669996,AMPL2,123
_solve_time,79.563943,AMPL2,123
_total_solve_elapsed_time,2852.660965,AMPL2,123
_total_solve_system_time,118.095681,AMPL2,123
_total_solve_user_time,12702.99443,AMPL2,123
_total_solve_time,12821.090111,AMPL2,123
_ampl_elapsed_time,2967.28873,AMPL2,124
_ampl_system_time,46.184694,AMPL2,124
_ampl_user_time,2918.784901,AMPL2,124
_ampl_time,2964.969612,AMPL2,124
_solve_elapsed_time,11.948446,AMPL2,124
_solve_system_time,0.871924,AMPL2,124
_solve_user_time,23.159824,AMPL2,124
_solve_time,24.031748,AMPL2,124
_total_solve_elapsed_time,2864.609411,AMPL2,124
_total_solve_system_time,118.967605,AMPL2,124
_total_solve_user_time,12726.154254,AMPL2,124
_total_solve_time,12845.121859,AMPL2,124
_ampl_elapsed_time,2990.777259,AMPL2,125
_ampl_system_time,46.51839,AMPL2,125
_ampl_user_time,2941.926805,AMPL2,125
_ampl_time,2988.445205,AMPL2,125
_solve_elapsed_time,12.146747,AMPL2,125
_solve_system_time,0.88454,AMPL2,125
_solve_user_time,28.352879,AMPL2,125
_solve_time,29.237419,AMPL2,125
_total_solve_elapsed_time,2876.756158,AMPL2,125
_total_solve_system_time,119.852145,AMPL2,125
_total_solve_user_time,12754.507133,AMPL2,125
_total_solve_time,12874.359278,AMPL2,125
_ampl_elapsed_time,3014.219707,AMPL2,126
_ampl_system_time,46.896041,AMPL2,126
_ampl_user_time,2964.978431,AMPL2,126
_ampl_time,3011.87449,AMPL2,126
_solve_elapsed_time,35.266189,AMPL2,126
_solve_system_time,1.181311,AMPL2,126
_solve_user_time,178.479603,AMPL2,126
_solve_time,179.660914,AMPL2,126
_total_solve_elapsed_time,2912.022347,AMPL2,126
_total_solve_system_time,121.033456,AMPL2,126
_total_solve_user_time,12932.986736,AMPL2,126
_total_solve_time,13054.020192,AMPL2,126
_ampl_elapsed_time,3037.716814,AMPL2,127
_ampl_system_time,47.250727,AMPL2,127
_ampl_user_time,2988.10797,AMPL2,127
_ampl_time,3035.358706,AMPL2,127
_solve_elapsed_time,15.813312,AMPL2,127
_solve_system_time,0.919211,AMPL2,127
_solve_user_time,56.297046,AMPL2,127
_solve_time,57.216257,AMPL2,127
_total_solve_elapsed_time,2927.835659,AMPL2,127
_total_solve_system_time,121.952667,AMPL2,127
_total_solve_user_time,12989.283782,AMPL2,127
_total_solve_time,13111.236449,AMPL2,127
_ampl_elapsed_time,3061.22643,AMPL2,128
_ampl_system_time,47.611405,AMPL2,128
_ampl_user_time,3011.244338,AMPL2,128
_ampl_time,3058.855754,AMPL2,128
_solve_elapsed_time,10.856475,AMPL2,128
_solve_system_time,0.885779,AMPL2,128
_solve_user_time,19.735291,AMPL2,128
_solve_time,20.62107,AMPL2,128
_total_solve_elapsed_time,2938.692134,AMPL2,128
_total_solve_system_time,122.838446,AMPL2,128
_total_solve_user_time,13009.019073,AMPL2,128
_total_solve_time,13131.857519,AMPL2,128
_ampl_elapsed_time,3084.715955,AMPL2,129
_ampl_system_time,47.955071,AMPL2,129
_ampl_user_time,3034.376933,AMPL2,129
_ampl_time,3082.332012,AMPL2,129
_solve_elapsed_time,10.41495,AMPL2,129
_solve_system_time,0.870548,AMPL2,129
_solve_user_time,18.923485,AMPL2,129
_solve_time,19.794033,AMPL2,129
_total_solve_elapsed_time,2949.107084,AMPL2,129
_total_solve_system_time,123.708994,AMPL2,129
_total_solve_user_time,13027.942558,AMPL2,129
_total_solve_time,13151.651552,AMPL2,129
_ampl_elapsed_time,3108.188928,AMPL2,130
_ampl_system_time,48.301732,AMPL2,130
_ampl_user_time,3057.489488,AMPL2,130
_ampl_time,3105.791231,AMPL2,130
_solve_elapsed_time,10.798399,AMPL2,130
_solve_system_time,0.947682,AMPL2,130
_solve_user_time,20.406443,AMPL2,130
_solve_time,21.354125,AMPL2,130
_total_solve_elapsed_time,2959.905483,AMPL2,130
_total_solve_system_time,124.656676,AMPL2,130
_total_solve_user_time,13048.349001,AMPL2,130
_total_solve_time,13173.005677,AMPL2,130
_ampl_elapsed_time,3131.647966,AMPL2,131
_ampl_system_time,48.640433,AMPL2,131
_ampl_user_time,3080.597098,AMPL2,131
_ampl_time,3129.237549,AMPL2,131
_solve_elapsed_time,19.938168,AMPL2,131
_solve_system_time,0.894948,AMPL2,131
_solve_user_time,89.658408,AMPL2,131
_solve_time,90.553356,AMPL2,131
_total_solve_elapsed_time,2979.843651,AMPL2,131
_total_solve_system_time,125.551624,AMPL2,131
_total_solve_user_time,13138.007409,AMPL2,131
_total_solve_time,13263.559033,AMPL2,131
_ampl_elapsed_time,3155.11284,AMPL2,132
_ampl_system_time,49.005141,AMPL2,132
_ampl_user_time,3103.684639,AMPL2,132
_ampl_time,3152.689797,AMPL2,132
_solve_elapsed_time,14.573364,AMPL2,132
_solve_system_time,0.93026,AMPL2,132
_solve_user_time,49.587102,AMPL2,132
_solve_time,50.517362,AMPL2,132
_total_solve_elapsed_time,2994.417015,AMPL2,132
_total_solve_system_time,126.481884,AMPL2,132
_total_solve_user_time,13187.594511,AMPL2,132
_total_solve_time,13314.076395,AMPL2,132
_ampl_elapsed_time,3178.59793,AMPL2,133
_ampl_system_time,49.345825,AMPL2,133
_ampl_user_time,3126.816244,AMPL2,133
_ampl_time,3176.162077,AMPL2,133
_solve_elapsed_time,10.938556,AMPL2,133
_solve_system_time,0.919945,AMPL2,133
_solve_user_time,20.138084,AMPL2,133
_solve_time,21.058029,AMPL2,133
_total_solve_elapsed_time,3005.355571,AMPL2,133
_total_solve_system_time,127.401829,AMPL2,133
_total_solve_user_time,13207.732595,AMPL2,133
_total_solve_time,13335.134424,AMPL2,133
_ampl_elapsed_time,3202.123497,AMPL2,134
_ampl_system_time,49.68454,AMPL2,134
_ampl_user_time,3149.988699,AMPL2,134
_ampl_time,3199.673252,AMPL2,134
_solve_elapsed_time,77.404462,AMPL2,134
_solve_system_time,1.28526,AMPL2,134
_solve_user_time,462.796529,AMPL2,134
_solve_time,464.081789,AMPL2,134
_total_solve_elapsed_time,3082.760033,AMPL2,134
_total_solve_system_time,128.687089,AMPL2,134
_total_solve_user_time,13670.529124,AMPL2,134
_total_solve_time,13799.216213,AMPL2,134
_ampl_elapsed_time,3225.687219,AMPL2,135
_ampl_system_time,50.044211,AMPL2,135
_ampl_user_time,3173.180474,AMPL2,135
_ampl_time,3223.224697,AMPL2,135
_solve_elapsed_time,22.128292,AMPL2,135
_solve_system_time,1.087412,AMPL2,135
_solve_user_time,95.12697,AMPL2,135
_solve_time,96.214382,AMPL2,135
_total_solve_elapsed_time,3104.888325,AMPL2,135
_total_solve_system_time,129.774501,AMPL2,135
_total_solve_user_time,13765.656094,AMPL2,135
_total_solve_time,13895.430595,AMPL2,135
_ampl_elapsed_time,3249.549595,AMPL2,136
_ampl_system_time,50.392133,AMPL2,136
_ampl_user_time,3196.353561,AMPL2,136
_ampl_time,3246.745711,AMPL2,136
_solve_elapsed_time,23.442576,AMPL2,136
_solve_system_time,0.993572,AMPL2,136
_solve_user_time,108.258154,AMPL2,136
_solve_time,109.251726,AMPL2,136
_total_solve_elapsed_time,3128.330901,AMPL2,136
_total_solve_system_time,130.768073,AMPL2,136
_total_solve_user_time,13873.914248,AMPL2,136
_total_solve_time,14004.682321,AMPL2,136
_ampl_elapsed_time,3273.025458,AMPL2,137
_ampl_system_time,50.763817,AMPL2,137
_ampl_user_time,3219.444962,AMPL2,137
_ampl_time,3270.208792,AMPL2,137
_solve_elapsed_time,14.974788,AMPL2,137
_solve_system_time,1.052571,AMPL2,137
_solve_user_time,42.165694,AMPL2,137
_solve_time,43.218265,AMPL2,137
_total_solve_elapsed_time,3143.305689,AMPL2,137
_total_solve_system_time,131.820644,AMPL2,137
_total_solve_user_time,13916.079942,AMPL2,137
_total_solve_time,14047.900586,AMPL2,137
_ampl_elapsed_time,3296.550369,AMPL2,138
_ampl_system_time,51.128487,AMPL2,138
_ampl_user_time,3242.591987,AMPL2,138
_ampl_time,3293.720486,AMPL2,138
_solve_elapsed_time,14.002599,AMPL2,138
_solve_system_time,0.9283,AMPL2,138
_solve_user_time,38.207676,AMPL2,138
_solve_time,39.135976,AMPL2,138
_total_solve_elapsed_time,3157.308288,AMPL2,138
_total_solve_system_time,132.748944,AMPL2,138
_total_solve_user_time,13954.287618,AMPL2,138
_total_solve_time,14087.036562,AMPL2,138
_ampl_elapsed_time,3320.005771,AMPL2,139
_ampl_system_time,51.490172,AMPL2,139
_ampl_user_time,3265.67293,AMPL2,139
_ampl_time,3317.163119,AMPL2,139
_solve_elapsed_time,13.880809,AMPL2,139
_solve_system_time,1.007464,AMPL2,139
_solve_user_time,36.938843,AMPL2,139
_solve_time,37.946307,AMPL2,139
_total_solve_elapsed_time,3171.189097,AMPL2,139
_total_solve_system_time,133.756408,AMPL2,139
_total_solve_user_time,13991.226461,AMPL2,139
_total_solve_time,14124.982869,AMPL2,139
_ampl_elapsed_time,3343.524568,AMPL2,140
_ampl_system_time,51.840862,AMPL2,140
_ampl_user_time,3288.82932,AMPL2,140
_ampl_time,3340.670182,AMPL2,140
_solve_elapsed_time,13.325324,AMPL2,140
_solve_system_time,0.849797,AMPL2,140
_solve_user_time,33.602472,AMPL2,140
_solve_time,34.452269,AMPL2,140
_total_solve_elapsed_time,3184.514421,AMPL2,140
_total_solve_system_time,134.606205,AMPL2,140
_total_solve_user_time,14024.828933,AMPL2,140
_total_solve_time,14159.435138,AMPL2,140
_ampl_elapsed_time,3366.995081,AMPL2,141
_ampl_system_time,52.182536,AMPL2,141
_ampl_user_time,3311.943521,AMPL2,141
_ampl_time,3364.126069,AMPL2,141
_solve_elapsed_time,12.504557,AMPL2,141
_solve_system_time,0.881761,AMPL2,141
_solve_user_time,28.9581,AMPL2,141
_solve_time,29.839861,AMPL2,141
_total_solve_elapsed_time,3197.018978,AMPL2,141
_total_solve_system_time,135.487966,AMPL2,141
_total_solve_user_time,14053.787033,AMPL2,141
_total_solve_time,14189.274999,AMPL2,141
_ampl_elapsed_time,3390.486376,AMPL2,142
_ampl_system_time,52.557199,AMPL2,142
_ampl_user_time,3335.046699,AMPL2,142
_ampl_time,3387.603908,AMPL2,142
_solve_elapsed_time,12.986591,AMPL2,142
_solve_system_time,0.980335,AMPL2,142
_solve_user_time,30.247819,AMPL2,142
_solve_time,31.228154,AMPL2,142
_total_solve_elapsed_time,3210.005569,AMPL2,142
_total_solve_system_time,136.468301,AMPL2,142
_total_solve_user_time,14084.034852,AMPL2,142
_total_solve_time,14220.503153,AMPL2,142
_ampl_elapsed_time,3413.946777,AMPL2,143
_ampl_system_time,52.912867,AMPL2,143
_ampl_user_time,3358.138178,AMPL2,143
_ampl_time,3411.051056,AMPL2,143
_solve_elapsed_time,13.146277,AMPL2,143
_solve_system_time,0.922335,AMPL2,143
_solve_user_time,31.849977,AMPL2,143
_solve_time,32.772312,AMPL2,143
_total_solve_elapsed_time,3223.151846,AMPL2,143
_total_solve_system_time,137.390636,AMPL2,143
_total_solve_user_time,14115.884829,AMPL2,143
_total_solve_time,14253.275465,AMPL2,143
_ampl_elapsed_time,3437.499597,AMPL2,144
_ampl_system_time,53.265579,AMPL2,144
_ampl_user_time,3381.325254,AMPL2,144
_ampl_time,3434.590844,AMPL2,144
_solve_elapsed_time,13.54199,AMPL2,144
_solve_system_time,0.994249,AMPL2,144
_solve_user_time,32.504466,AMPL2,144
_solve_time,33.498715,AMPL2,144
_total_solve_elapsed_time,3236.693836,AMPL2,144
_total_solve_system_time,138.384885,AMPL2,144
_total_solve_user_time,14148.389295,AMPL2,144
_total_solve_time,14286.77418,AMPL2,144
_ampl_elapsed_time,3461.016764,AMPL2,145
_ampl_system_time,53.620294,AMPL2,145
_ampl_user_time,3404.474579,AMPL2,145
_ampl_time,3458.094882,AMPL2,145
_solve_elapsed_time,12.641746,AMPL2,145
_solve_system_time,0.923397,AMPL2,145
_solve_user_time,28.200301,AMPL2,145
_solve_time,29.123698,AMPL2,145
_total_solve_elapsed_time,3249.335582,AMPL2,145
_total_solve_system_time,139.308282,AMPL2,145
_total_solve_user_time,14176.589596,AMPL2,145
_total_solve_time,14315.897878,AMPL2,145
_ampl_elapsed_time,3484.491666,AMPL2,146
_ampl_system_time,53.989973,AMPL2,146
_ampl_user_time,3427.56652,AMPL2,146
_ampl_time,3481.556505,AMPL2,146
_solve_elapsed_time,13.970012,AMPL2,146
_solve_system_time,0.897838,AMPL2,146
_solve_user_time,38.982813,AMPL2,146
_solve_time,39.880651,AMPL2,146
_total_solve_elapsed_time,3263.305594,AMPL2,146
_total_solve_system_time,140.20612,AMPL2,146
_total_solve_user_time,14215.572409,AMPL2,146
_total_solve_time,14355.778529,AMPL2,146
_ampl_elapsed_time,3507.973597,AMPL2,147
_ampl_system_time,54.339644,AMPL2,147
_ampl_user_time,3450.685805,AMPL2,147
_ampl_time,3505.02546,AMPL2,147
_solve_elapsed_time,12.230219,AMPL2,147
_solve_system_time,0.931177,AMPL2,147
_solve_user_time,28.473299,AMPL2,147
_solve_time,29.404476,AMPL2,147
_total_solve_elapsed_time,3275.535813,AMPL2,147
_total_solve_system_time,141.137297,AMPL2,147
_total_solve_user_time,14244.045708,AMPL2,147
_total_solve_time,14385.183005,AMPL2,147
_ampl_elapsed_time,3531.533931,AMPL2,148
_ampl_system_time,54.727299,AMPL2,148
_ampl_user_time,3473.845215,AMPL2,148
_ampl_time,3528.57253,AMPL2,148
_solve_elapsed_time,12.049647,AMPL2,148
_solve_system_time,0.830624,AMPL2,148
_solve_user_time,25.662247,AMPL2,148
_solve_time,26.492871,AMPL2,148
_total_solve_elapsed_time,3287.58546,AMPL2,148
_total_solve_system_time,141.967921,AMPL2,148
_total_solve_user_time,14269.707955,AMPL2,148
_total_solve_time,14411.675876,AMPL2,148
_ampl_elapsed_time,3555.009322,AMPL2,149
_ampl_system_time,55.09399,AMPL2,149
_ampl_user_time,3496.940748,AMPL2,149
_ampl_time,3552.034747,AMPL2,149
_solve_elapsed_time,13.683549,AMPL2,149
_solve_system_time,1.018628,AMPL2,149
_solve_user_time,30.846102,AMPL2,149
_solve_time,31.86473,AMPL2,149
_total_solve_elapsed_time,3301.269009,AMPL2,149
_total_solve_system_time,142.986549,AMPL2,149
_total_solve_user_time,14300.554057,AMPL2,149
_total_solve_time,14443.540606,AMPL2,149
_ampl_elapsed_time,3578.357685,AMPL2,150
_ampl_system_time,55.458661,AMPL2,150
_ampl_user_time,3519.904988,AMPL2,150
_ampl_time,3575.36366,AMPL2,150
_solve_elapsed_time,11.510424,AMPL2,150
_solve_system_time,0.969745,AMPL2,150
_solve_user_time,24.223861,AMPL2,150
_solve_time,25.193606,AMPL2,150
_total_solve_elapsed_time,3312.779433,AMPL2,150
_total_solve_system_time,143.956294,AMPL2,150
_total_solve_user_time,14324.777918,AMPL2,150
_total_solve_time,14468.734212,AMPL2,150
_ampl_elapsed_time,3601.6204,AMPL2,151
_ampl_system_time,55.817299,AMPL2,151
_ampl_user_time,3542.784909,AMPL2,151
_ampl_time,3598.602249,AMPL2,151
_solve_elapsed_time,11.61096,AMPL2,151
_solve_system_time,0.879576,AMPL2,151
_solve_user_time,24.515091,AMPL2,151
_solve_time,25.394667,AMPL2,151
_total_solve_elapsed_time,3324.390393,AMPL2,151
_total_solve_system_time,144.83587,AMPL2,151
_total_solve_user_time,14349.293009,AMPL2,151
_total_solve_time,14494.128879,AMPL2,151
_ampl_elapsed_time,3624.791582,AMPL2,152
_ampl_system_time,56.172936,AMPL2,152
_ampl_user_time,3565.580706,AMPL2,152
_ampl_time,3621.753659,AMPL2,152
_solve_elapsed_time,12.386178,AMPL2,152
_solve_system_time,0.913178,AMPL2,152
_solve_user_time,25.411678,AMPL2,152
_solve_time,26.324856,AMPL2,152
_total_solve_elapsed_time,3336.776571,AMPL2,152
_total_solve_system_time,145.749048,AMPL2,152
_total_solve_user_time,14374.704687,AMPL2,152
_total_solve_time,14520.453735,AMPL2,152
_ampl_elapsed_time,3647.91207,AMPL2,153
_ampl_system_time,56.52848,AMPL2,153
_ampl_user_time,3588.318637,AMPL2,153
_ampl_time,3644.847128,AMPL2,153
_solve_elapsed_time,12.428874,AMPL2,153
_solve_system_time,1.125543,AMPL2,153
_solve_user_time,26.61511,AMPL2,153
_solve_time,27.740653,AMPL2,153
_total_solve_elapsed_time,3349.205445,AMPL2,153
_total_solve_system_time,146.874591,AMPL2,153
_total_solve_user_time,14401.319797,AMPL2,153
_total_solve_time,14548.194388,AMPL2,153
_ampl_elapsed_time,3670.949521,AMPL2,154
