tipotiempo,tiempo,instancia,interacion
_solve_user_time,571.085532,AMPL4,10
_solve_time,575.445049,AMPL4,10
_total_solve_elapsed_time,1829.31775,AMPL4,10
_total_solve_system_time,45.191149,AMPL4,10
_total_solve_user_time,4236.829814,AMPL4,10
_total_solve_time,4282.020963,AMPL4,10
_ampl_elapsed_time,1073.553728,AMPL4,11
_ampl_system_time,23.219093,AMPL4,11
_ampl_user_time,926.944955,AMPL4,11
_ampl_time,950.164061,AMPL4,11
_solve_elapsed_time,337.062959,AMPL4,11
_solve_system_time,3.97612,AMPL4,11
_solve_user_time,980.700862,AMPL4,11
_solve_time,984.676982,AMPL4,11
_total_solve_elapsed_time,2166.380709,AMPL4,11
_total_solve_system_time,49.167269,AMPL4,11
_total_solve_user_time,5217.530676,AMPL4,11
_total_solve_time,5266.697945,AMPL4,11
_ampl_elapsed_time,1181.086806,AMPL4,12
_ampl_system_time,25.094036,AMPL4,12
_ampl_user_time,1022.355999,AMPL4,12
_ampl_time,1047.450035,AMPL4,12
_solve_elapsed_time,274.758494,AMPL4,12
_solve_system_time,4.424808,AMPL4,12
_solve_user_time,742.326937,AMPL4,12
_solve_time,746.751745,AMPL4,12
_total_solve_elapsed_time,2441.139203,AMPL4,12
_total_solve_system_time,53.592077,AMPL4,12
_total_solve_user_time,5959.857613,AMPL4,12
_total_solve_time,6013.44969,AMPL4,12
_ampl_elapsed_time,1289.181559,AMPL4,13
_ampl_system_time,27.047961,AMPL4,13
_ampl_user_time,1117.976781,AMPL4,13
_ampl_time,1145.024755,AMPL4,13
_solve_elapsed_time,259.366092,AMPL4,13
_solve_system_time,3.576309,AMPL4,13
_solve_user_time,685.970185,AMPL4,13
_solve_time,689.546494,AMPL4,13
_total_solve_elapsed_time,2700.505295,AMPL4,13
_total_solve_system_time,57.168386,AMPL4,13
_total_solve_user_time,6645.827798,AMPL4,13
_total_solve_time,6702.996184,AMPL4,13
_ampl_elapsed_time,1396.920877,AMPL4,14
_ampl_system_time,28.921807,AMPL4,14
_ampl_user_time,1210.662859,AMPL4,14
_ampl_time,1239.584684,AMPL4,14
_solve_elapsed_time,252.160152,AMPL4,14
_solve_system_time,4.664435,AMPL4,14
_solve_user_time,647.926763,AMPL4,14
_solve_time,652.591198,AMPL4,14
_total_solve_elapsed_time,2952.665447,AMPL4,14
_total_solve_system_time,61.832821,AMPL4,14
_total_solve_user_time,7293.754561,AMPL4,14
_total_solve_time,7355.587382,AMPL4,14
_ampl_elapsed_time,1492.592099,AMPL4,15
_ampl_system_time,30.610931,AMPL4,15
_ampl_user_time,1294.800092,AMPL4,15
_ampl_time,1325.411038,AMPL4,15
_solve_elapsed_time,207.621085,AMPL4,15
_solve_system_time,3.864876,AMPL4,15
_solve_user_time,532.772017,AMPL4,15
_solve_time,536.636893,AMPL4,15
_total_solve_elapsed_time,3160.286532,AMPL4,15
_total_solve_system_time,65.697697,AMPL4,15
_total_solve_user_time,7826.526578,AMPL4,15
_total_solve_time,7892.224275,AMPL4,15
_ampl_elapsed_time,1590.65989,AMPL4,16
_ampl_system_time,32.379103,AMPL4,16
_ampl_user_time,1380.963112,AMPL4,16
_ampl_time,1413.342234,AMPL4,16
_solve_elapsed_time,172.830828,AMPL4,16
_solve_system_time,3.785528,AMPL4,16
_solve_user_time,353.241617,AMPL4,16
_solve_time,357.027145,AMPL4,16
_total_solve_elapsed_time,3333.11736,AMPL4,16
_total_solve_system_time,69.483225,AMPL4,16
_total_solve_user_time,8179.768195,AMPL4,16
_total_solve_time,8249.25142,AMPL4,16
_ampl_elapsed_time,1689.249502,AMPL4,17
_ampl_system_time,34.013038,AMPL4,17
_ampl_user_time,1469.565261,AMPL4,17
_ampl_time,1503.578314,AMPL4,17
_solve_elapsed_time,360.474596,AMPL4,17
_solve_system_time,4.043471,AMPL4,17
_solve_user_time,1055.634685,AMPL4,17
_solve_time,1059.678156,AMPL4,17
_total_solve_elapsed_time,3693.591956,AMPL4,17
_total_solve_system_time,73.526696,AMPL4,17
_total_solve_user_time,9235.40288,AMPL4,17
_total_solve_time,9308.929576,AMPL4,17
_ampl_elapsed_time,1789.913657,AMPL4,18
_ampl_system_time,35.808004,AMPL4,18
_ampl_user_time,1555.667095,AMPL4,18
_ampl_time,1591.475117,AMPL4,18
_solve_elapsed_time,258.384732,AMPL4,18
_solve_system_time,4.10999,AMPL4,18
_solve_user_time,626.173852,AMPL4,18
_solve_time,630.283842,AMPL4,18
_total_solve_elapsed_time,3951.976688,AMPL4,18
_total_solve_system_time,77.636686,AMPL4,18
_total_solve_user_time,9861.576732,AMPL4,18
_total_solve_time,9939.213418,AMPL4,18
_ampl_elapsed_time,1882.128013,AMPL4,19
_ampl_system_time,37.587206,AMPL4,19
_ampl_user_time,1633.020489,AMPL4,19
_ampl_time,1670.607709,AMPL4,19
_solve_elapsed_time,194.517894,AMPL4,19
_solve_system_time,3.667334,AMPL4,19
_solve_user_time,445.460176,AMPL4,19
_solve_time,449.12751,AMPL4,19
_total_solve_elapsed_time,4146.494582,AMPL4,19
_total_solve_system_time,81.30402,AMPL4,19
_total_solve_user_time,10307.036908,AMPL4,19
_total_solve_time,10388.340928,AMPL4,19
_ampl_elapsed_time,1974.302961,AMPL4,20
_ampl_system_time,39.310335,AMPL4,20
_ampl_user_time,1713.19942,AMPL4,20
_ampl_time,1752.509755,AMPL4,20
_solve_elapsed_time,109.180229,AMPL4,20
_solve_system_time,3.752568,AMPL4,20
_solve_user_time,225.118512,AMPL4,20
_solve_time,228.87108,AMPL4,20
_total_solve_elapsed_time,4255.674811,AMPL4,20
_total_solve_system_time,85.056588,AMPL4,20
_total_solve_user_time,10532.15542,AMPL4,20
_total_solve_time,10617.212008,AMPL4,20
_ampl_elapsed_time,2062.862399,AMPL4,21
_ampl_system_time,41.012569,AMPL4,21
_ampl_user_time,1792.564849,AMPL4,21
_ampl_time,1833.577434,AMPL4,21
_solve_elapsed_time,300.251606,AMPL4,21
_solve_system_time,3.784748,AMPL4,21
_solve_user_time,794.159852,AMPL4,21
_solve_time,797.9446,AMPL4,21
_total_solve_elapsed_time,4555.926417,AMPL4,21
_total_solve_system_time,88.841336,AMPL4,21
_total_solve_user_time,11326.315272,AMPL4,21
_total_solve_time,11415.156608,AMPL4,21
_ampl_elapsed_time,2155.230121,AMPL4,22
_ampl_system_time,42.699742,AMPL4,22
_ampl_user_time,1873.779857,AMPL4,22
_ampl_time,1916.479615,AMPL4,22
_solve_elapsed_time,75.415497,AMPL4,22
_solve_system_time,4.234115,AMPL4,22
_solve_user_time,145.5702,AMPL4,22
_solve_time,149.804315,AMPL4,22
_total_solve_elapsed_time,4631.341914,AMPL4,22
_total_solve_system_time,93.075451,AMPL4,22
_total_solve_user_time,11471.885472,AMPL4,22
_total_solve_time,11564.960923,AMPL4,22
_ampl_elapsed_time,2250.166532,AMPL4,23
_ampl_system_time,44.38787,AMPL4,23
_ampl_user_time,1956.318351,AMPL4,23
_ampl_time,2000.706237,AMPL4,23
_solve_elapsed_time,78.352548,AMPL4,23
_solve_system_time,3.85231,AMPL4,23
_solve_user_time,144.181526,AMPL4,23
_solve_time,148.033836,AMPL4,23
_total_solve_elapsed_time,4709.694462,AMPL4,23
_total_solve_system_time,96.927761,AMPL4,23
_total_solve_user_time,11616.066998,AMPL4,23
_total_solve_time,11712.994759,AMPL4,23
_ampl_elapsed_time,2346.913194,AMPL4,24
_ampl_system_time,45.990101,AMPL4,24
_ampl_user_time,2037.667347,AMPL4,24
_ampl_time,2083.657462,AMPL4,24
_solve_elapsed_time,86.958539,AMPL4,24
_solve_system_time,3.962393,AMPL4,24
_solve_user_time,171.530891,AMPL4,24
_solve_time,175.493284,AMPL4,24
_total_solve_elapsed_time,4796.653001,AMPL4,24
_total_solve_system_time,100.890154,AMPL4,24
_total_solve_user_time,11787.597889,AMPL4,24
_total_solve_time,11888.488043,AMPL4,24
_ampl_elapsed_time,2434.581926,AMPL4,25
_ampl_system_time,47.92634,AMPL4,25
_ampl_user_time,2112.438528,AMPL4,25
_ampl_time,2160.364883,AMPL4,25
_solve_elapsed_time,148.243219,AMPL4,25
_solve_system_time,3.745614,AMPL4,25
_solve_user_time,341.889494,AMPL4,25
_solve_time,345.635108,AMPL4,25
_total_solve_elapsed_time,4944.89622,AMPL4,25
_total_solve_system_time,104.635768,AMPL4,25
_total_solve_user_time,12129.487383,AMPL4,25
_total_solve_time,12234.123151,AMPL4,25
_ampl_elapsed_time,2531.852238,AMPL4,26
_ampl_system_time,49.81026,AMPL4,26
_ampl_user_time,2196.659392,AMPL4,26
_ampl_time,2246.469667,AMPL4,26
_solve_elapsed_time,138.508971,AMPL4,26
_solve_system_time,4.714467,AMPL4,26
_solve_user_time,307.670068,AMPL4,26
_solve_time,312.384535,AMPL4,26
_total_solve_elapsed_time,5083.405191,AMPL4,26
_total_solve_system_time,109.350235,AMPL4,26
_total_solve_user_time,12437.157451,AMPL4,26
_total_solve_time,12546.507686,AMPL4,26
_ampl_elapsed_time,2615.610923,AMPL4,27
_ampl_system_time,51.319591,AMPL4,27
_ampl_user_time,2271.398568,AMPL4,27
_ampl_time,2322.718173,AMPL4,27
_solve_elapsed_time,65.144292,AMPL4,27
_solve_system_time,3.542679,AMPL4,27
_solve_user_time,112.036586,AMPL4,27
_solve_time,115.579265,AMPL4,27
_total_solve_elapsed_time,5148.549483,AMPL4,27
_total_solve_system_time,112.892914,AMPL4,27
_total_solve_user_time,12549.194037,AMPL4,27
_total_solve_time,12662.086951,AMPL4,27
_ampl_elapsed_time,2705.136672,AMPL4,28
_ampl_system_time,52.956895,AMPL4,28
_ampl_user_time,2350.601244,AMPL4,28
_ampl_time,2403.558157,AMPL4,28
_solve_elapsed_time,74.073541,AMPL4,28
_solve_system_time,4.225629,AMPL4,28
_solve_user_time,141.691005,AMPL4,28
_solve_time,145.916634,AMPL4,28
_total_solve_elapsed_time,5222.623024,AMPL4,28
_total_solve_system_time,117.118543,AMPL4,28
_total_solve_user_time,12690.885042,AMPL4,28
_total_solve_time,12808.003585,AMPL4,28
_ampl_elapsed_time,2807.122403,AMPL4,29
_ampl_system_time,54.705088,AMPL4,29
_ampl_user_time,2439.947632,AMPL4,29
_ampl_time,2494.652737,AMPL4,29
_solve_elapsed_time,66.539282,AMPL4,29
_solve_system_time,3.503493,AMPL4,29
_solve_user_time,120.015385,AMPL4,29
_solve_time,123.518878,AMPL4,29
_total_solve_elapsed_time,5289.162306,AMPL4,29
_total_solve_system_time,120.622036,AMPL4,29
_total_solve_user_time,12810.900427,AMPL4,29
_total_solve_time,12931.522463,AMPL4,29
_ampl_elapsed_time,2892.073278,AMPL4,30
_ampl_system_time,56.45118,AMPL4,30
_ampl_user_time,2515.744075,AMPL4,30
_ampl_time,2572.195269,AMPL4,30
_solve_elapsed_time,71.300776,AMPL4,30
_solve_system_time,3.717968,AMPL4,30
_solve_user_time,128.782188,AMPL4,30
_solve_time,132.500156,AMPL4,30
_total_solve_elapsed_time,5360.463082,AMPL4,30
_total_solve_system_time,124.340004,AMPL4,30
_total_solve_user_time,12939.682615,AMPL4,30
_total_solve_time,13064.022619,AMPL4,30
_ampl_elapsed_time,2977.638657,AMPL4,31
_ampl_system_time,58.091376,AMPL4,31
_ampl_user_time,2590.86121,AMPL4,31
_ampl_time,2648.9526,AMPL4,31
_solve_elapsed_time,64.189112,AMPL4,31
_solve_system_time,3.909948,AMPL4,31
_solve_user_time,111.254273,AMPL4,31
_solve_time,115.164221,AMPL4,31
_total_solve_elapsed_time,5424.652194,AMPL4,31
_total_solve_system_time,128.249952,AMPL4,31
_total_solve_user_time,13050.936888,AMPL4,31
_total_solve_time,13179.18684,AMPL4,31
_ampl_elapsed_time,3064.357931,AMPL4,32
_ampl_system_time,59.6916,AMPL4,32
_ampl_user_time,2666.714567,AMPL4,32
_ampl_time,2726.406185,AMPL4,32
_solve_elapsed_time,66.013464,AMPL4,32
_solve_system_time,3.880163,AMPL4,32
_solve_user_time,118.167302,AMPL4,32
_solve_time,122.047465,AMPL4,32
_total_solve_elapsed_time,5490.665658,AMPL4,32
_total_solve_system_time,132.130115,AMPL4,32
_total_solve_user_time,13169.10419,AMPL4,32
_total_solve_time,13301.234305,AMPL4,32
_ampl_elapsed_time,3151.562036,AMPL4,33
_ampl_system_time,61.332768,AMPL4,33
_ampl_user_time,2742.513763,AMPL4,33
_ampl_time,2803.846547,AMPL4,33
_solve_elapsed_time,58.891965,AMPL4,33
_solve_system_time,3.835935,AMPL4,33
_solve_user_time,92.294161,AMPL4,33
_solve_time,96.130096,AMPL4,33
_total_solve_elapsed_time,5549.557623,AMPL4,33
_total_solve_system_time,135.96605,AMPL4,33
_total_solve_user_time,13261.398351,AMPL4,33
_total_solve_time,13397.364401,AMPL4,33
_ampl_elapsed_time,3240.224263,AMPL4,34
_ampl_system_time,63.096814,AMPL4,34
_ampl_user_time,2821.537175,AMPL4,34
_ampl_time,2884.634004,AMPL4,34
_solve_elapsed_time,72.866279,AMPL4,34
_solve_system_time,3.884355,AMPL4,34
_solve_user_time,138.317633,AMPL4,34
_solve_time,142.201988,AMPL4,34
_total_solve_elapsed_time,5622.423902,AMPL4,34
_total_solve_system_time,139.850405,AMPL4,34
_total_solve_user_time,13399.715984,AMPL4,34
_total_solve_time,13539.566389,AMPL4,34
_ampl_elapsed_time,3333.542474,AMPL4,35
_ampl_system_time,64.818962,AMPL4,35
_ampl_user_time,2903.331639,AMPL4,35
_ampl_time,2968.150618,AMPL4,35
_solve_elapsed_time,63.532322,AMPL4,35
_solve_system_time,3.894898,AMPL4,35
_solve_user_time,105.140997,AMPL4,35
_solve_time,109.035895,AMPL4,35
_total_solve_elapsed_time,5685.956224,AMPL4,35
_total_solve_system_time,143.745303,AMPL4,35
_total_solve_user_time,13504.856981,AMPL4,35
_total_solve_time,13648.602284,AMPL4,35
_ampl_elapsed_time,3423.103789,AMPL4,36
_ampl_system_time,66.580927,AMPL4,36
_ampl_user_time,2980.75329,AMPL4,36
_ampl_time,3047.334237,AMPL4,36
_solve_elapsed_time,62.662087,AMPL4,36
_solve_system_time,3.586699,AMPL4,36
_solve_user_time,99.30885,AMPL4,36
_solve_time,102.895549,AMPL4,36
_total_solve_elapsed_time,5748.618311,AMPL4,36
_total_solve_system_time,147.332002,AMPL4,36
_total_solve_user_time,13604.165831,AMPL4,36
_total_solve_time,13751.497833,AMPL4,36
_ampl_elapsed_time,3510.053226,AMPL4,37
_ampl_system_time,68.311939,AMPL4,37
_ampl_user_time,3054.187182,AMPL4,37
_ampl_time,3122.499138,AMPL4,37
_solve_elapsed_time,73.99968,AMPL4,37
_solve_system_time,3.659561,AMPL4,37
_solve_user_time,121.271274,AMPL4,37
_solve_time,124.930835,AMPL4,37
_total_solve_elapsed_time,5822.617991,AMPL4,37
_total_solve_system_time,150.991563,AMPL4,37
_total_solve_user_time,13725.437105,AMPL4,37
_total_solve_time,13876.428668,AMPL4,37
_ampl_elapsed_time,3592.789548,AMPL4,38
_ampl_system_time,70.007005,AMPL4,38
_ampl_user_time,3126.566765,AMPL4,38
_ampl_time,3196.573784,AMPL4,38
_solve_elapsed_time,62.04198,AMPL4,38
_solve_system_time,4.01545,AMPL4,38
_solve_user_time,102.492778,AMPL4,38
_solve_time,106.508228,AMPL4,38
_total_solve_elapsed_time,5884.659971,AMPL4,38
_total_solve_system_time,155.007013,AMPL4,38
_total_solve_user_time,13827.929883,AMPL4,38
_total_solve_time,13982.936896,AMPL4,38
_ampl_elapsed_time,3672.078394,AMPL4,39
_ampl_system_time,71.757282,AMPL4,39
_ampl_user_time,3197.736013,AMPL4,39
_ampl_time,3269.493309,AMPL4,39
_solve_elapsed_time,60.139088,AMPL4,39
_solve_system_time,3.898867,AMPL4,39
_solve_user_time,100.058585,AMPL4,39
_solve_time,103.957452,AMPL4,39
_total_solve_elapsed_time,5944.799059,AMPL4,39
_total_solve_system_time,158.90588,AMPL4,39
_total_solve_user_time,13927.988468,AMPL4,39
_total_solve_time,14086.894348,AMPL4,39
_ampl_elapsed_time,3751.892783,AMPL4,40
_ampl_system_time,73.334871,AMPL4,40
_ampl_user_time,3269.040824,AMPL4,40
_ampl_time,3342.375712,AMPL4,40
_solve_elapsed_time,67.013198,AMPL4,40
_solve_system_time,4.117408,AMPL4,40
_solve_user_time,116.223362,AMPL4,40
_solve_time,120.34077,AMPL4,40
_total_solve_elapsed_time,6011.812257,AMPL4,40
_total_solve_system_time,163.023288,AMPL4,40
_total_solve_user_time,14044.21183,AMPL4,40
_total_solve_time,14207.235118,AMPL4,40
_ampl_elapsed_time,3831.952945,AMPL4,41
_ampl_system_time,75.01903,AMPL4,41
_ampl_user_time,3338.609361,AMPL4,41
_ampl_time,3413.628391,AMPL4,41
_solve_elapsed_time,129.694573,AMPL4,41
_solve_system_time,3.694262,AMPL4,41
_solve_user_time,309.408266,AMPL4,41
_solve_time,313.102528,AMPL4,41
_total_solve_elapsed_time,6141.50683,AMPL4,41
_total_solve_system_time,166.71755,AMPL4,41
_total_solve_user_time,14353.620096,AMPL4,41
_total_solve_time,14520.337646,AMPL4,41
_ampl_elapsed_time,3918.42892,AMPL4,42
_ampl_system_time,76.730145,AMPL4,42
_ampl_user_time,3411.773328,AMPL4,42
_ampl_time,3488.503486,AMPL4,42
_solve_elapsed_time,60.746952,AMPL4,42
_solve_system_time,3.812738,AMPL4,42
_solve_user_time,125.104884,AMPL4,42
_solve_time,128.917622,AMPL4,42
_total_solve_elapsed_time,6202.253782,AMPL4,42
_total_solve_system_time,170.530288,AMPL4,42
_total_solve_user_time,14478.72498,AMPL4,42
_total_solve_time,14649.255268,AMPL4,42
_ampl_elapsed_time,3996.365301,AMPL4,43
_ampl_system_time,78.100652,AMPL4,43
_ampl_user_time,3479.060111,AMPL4,43
_ampl_time,3557.160781,AMPL4,43
_solve_elapsed_time,62.575126,AMPL4,43
_solve_system_time,3.739337,AMPL4,43
_solve_user_time,120.054927,AMPL4,43
_solve_time,123.794264,AMPL4,43
_total_solve_elapsed_time,6264.828908,AMPL4,43
_total_solve_system_time,174.269625,AMPL4,43
_total_solve_user_time,14598.779907,AMPL4,43
_total_solve_time,14773.049532,AMPL4,43
_ampl_elapsed_time,4075.117359,AMPL4,44
_ampl_system_time,79.797754,AMPL4,44
_ampl_user_time,3548.794793,AMPL4,44
_ampl_time,3628.592556,AMPL4,44
_solve_elapsed_time,123.230663,AMPL4,44
_solve_system_time,4.008226,AMPL4,44
_solve_user_time,276.657209,AMPL4,44
_solve_time,280.665435,AMPL4,44
_total_solve_elapsed_time,6388.059571,AMPL4,44
_total_solve_system_time,178.277851,AMPL4,44
_total_solve_user_time,14875.437116,AMPL4,44
_total_solve_time,15053.714967,AMPL4,44
_ampl_elapsed_time,4150.209548,AMPL4,45
_ampl_system_time,81.268236,AMPL4,45
_ampl_user_time,3615.799309,AMPL4,45
_ampl_time,3697.067561,AMPL4,45
_solve_elapsed_time,160.59475,AMPL4,45
_solve_system_time,3.812701,AMPL4,45
_solve_user_time,450.370157,AMPL4,45
_solve_time,454.182858,AMPL4,45
_total_solve_elapsed_time,6548.654321,AMPL4,45
_total_solve_system_time,182.090552,AMPL4,45
_total_solve_user_time,15325.807273,AMPL4,45
_total_solve_time,15507.897825,AMPL4,45
_ampl_elapsed_time,4232.7473,AMPL4,46
_ampl_system_time,82.947252,AMPL4,46
_ampl_user_time,3687.801371,AMPL4,46
_ampl_time,3770.748644,AMPL4,46
_solve_elapsed_time,109.844535,AMPL4,46
_solve_system_time,4.496854,AMPL4,46
_solve_user_time,262.62391,AMPL4,46
_solve_time,267.120764,AMPL4,46
_total_solve_elapsed_time,6658.498856,AMPL4,46
_total_solve_system_time,186.587406,AMPL4,46
_total_solve_user_time,15588.431183,AMPL4,46
_total_solve_time,15775.018589,AMPL4,46
_ampl_elapsed_time,4309.366017,AMPL4,47
_ampl_system_time,84.552452,AMPL4,47
_ampl_user_time,3754.802651,AMPL4,47
_ampl_time,3839.355118,AMPL4,47
_solve_elapsed_time,106.88403,AMPL4,47
_solve_system_time,3.082694,AMPL4,47
_solve_user_time,266.826437,AMPL4,47
_solve_time,269.909131,AMPL4,47
_total_solve_elapsed_time,6765.382886,AMPL4,47
_total_solve_system_time,189.6701,AMPL4,47
_total_solve_user_time,15855.25762,AMPL4,47
_total_solve_time,16044.92772,AMPL4,47
_ampl_elapsed_time,4381.719964,AMPL4,48
_ampl_system_time,85.860091,AMPL4,48
_ampl_user_time,3820.137367,AMPL4,48
_ampl_time,3905.997467,AMPL4,48
_solve_elapsed_time,123.613077,AMPL4,48
_solve_system_time,3.512648,AMPL4,48
_solve_user_time,334.058044,AMPL4,48
_solve_time,337.570692,AMPL4,48
_total_solve_elapsed_time,6888.995963,AMPL4,48
_total_solve_system_time,193.182748,AMPL4,48
_total_solve_user_time,16189.315664,AMPL4,48
_total_solve_time,16382.498412,AMPL4,48
_ampl_elapsed_time,4453.113775,AMPL4,49
_ampl_system_time,87.724082,AMPL4,49
_ampl_user_time,3885.007971,AMPL4,49
_ampl_time,3972.732066,AMPL4,49
_solve_elapsed_time,95.833502,AMPL4,49
_solve_system_time,3.67796,AMPL4,49
_solve_user_time,188.027153,AMPL4,49
_solve_time,191.705113,AMPL4,49
_total_solve_elapsed_time,6984.829465,AMPL4,49
_total_solve_system_time,196.860708,AMPL4,49
_total_solve_user_time,16377.342817,AMPL4,49
_total_solve_time,16574.203525,AMPL4,49
_ampl_elapsed_time,4526.253415,AMPL4,50
_ampl_system_time,89.412029,AMPL4,50
_ampl_user_time,3949.160999,AMPL4,50
_ampl_time,4038.573041,AMPL4,50
_solve_elapsed_time,120.67642,AMPL4,50
_solve_system_time,3.409849,AMPL4,50
_solve_user_time,287.747683,AMPL4,50
_solve_time,291.157532,AMPL4,50
_total_solve_elapsed_time,7105.505885,AMPL4,50
_total_solve_system_time,200.270557,AMPL4,50
_total_solve_user_time,16665.0905,AMPL4,50
_total_solve_time,16865.361057,AMPL4,50
_ampl_elapsed_time,4608.585273,AMPL4,51
_ampl_system_time,91.036278,AMPL4,51
_ampl_user_time,4019.893927,AMPL4,51
_ampl_time,4110.930231,AMPL4,51
_solve_elapsed_time,131.763484,AMPL4,51
_solve_system_time,3.858653,AMPL4,51
_solve_user_time,325.190616,AMPL4,51
_solve_time,329.049269,AMPL4,51
_total_solve_elapsed_time,7237.269369,AMPL4,51
_total_solve_system_time,204.12921,AMPL4,51
_total_solve_user_time,16990.281116,AMPL4,51
_total_solve_time,17194.410326,AMPL4,51
_ampl_elapsed_time,4683.834541,AMPL4,52
_ampl_system_time,92.431805,AMPL4,52
_ampl_user_time,4086.41587,AMPL4,52
_ampl_time,4178.847691,AMPL4,52
_solve_elapsed_time,73.682347,AMPL4,52
_solve_system_time,3.238874,AMPL4,52
_solve_user_time,179.447709,AMPL4,52
_solve_time,182.686583,AMPL4,52
_total_solve_elapsed_time,7310.951716,AMPL4,52
_total_solve_system_time,207.368084,AMPL4,52
_total_solve_user_time,17169.728825,AMPL4,52
_total_solve_time,17377.096909,AMPL4,52
_ampl_elapsed_time,4755.068592,AMPL4,53
_ampl_system_time,93.822293,AMPL4,53
_ampl_user_time,4151.027221,AMPL4,53
_ampl_time,4244.849529,AMPL4,53
_solve_elapsed_time,156.332346,AMPL4,53
_solve_system_time,3.32642,AMPL4,53
_solve_user_time,447.780122,AMPL4,53
_solve_time,451.106542,AMPL4,53
_total_solve_elapsed_time,7467.284062,AMPL4,53
_total_solve_system_time,210.694504,AMPL4,53
_total_solve_user_time,17617.508947,AMPL4,53
_total_solve_time,17828.203451,AMPL4,53
_ampl_elapsed_time,4833.593599,AMPL4,54
_ampl_system_time,95.260834,AMPL4,54
_ampl_user_time,4221.902915,AMPL4,54
_ampl_time,4317.163764,AMPL4,54
_solve_elapsed_time,86.904532,AMPL4,54
_solve_system_time,3.488883,AMPL4,54
_solve_user_time,227.472108,AMPL4,54
_solve_time,230.960991,AMPL4,54
_total_solve_elapsed_time,7554.188594,AMPL4,54
_total_solve_system_time,214.183387,AMPL4,54
_total_solve_user_time,17844.981055,AMPL4,54
_total_solve_time,18059.164442,AMPL4,54
_ampl_elapsed_time,4908.678754,AMPL4,55
_ampl_system_time,96.669289,AMPL4,55
_ampl_user_time,4289.085721,AMPL4,55
_ampl_time,4385.755023,AMPL4,55
_solve_elapsed_time,83.817716,AMPL4,55
_solve_system_time,3.498306,AMPL4,55
_solve_user_time,217.718392,AMPL4,55
_solve_time,221.216698,AMPL4,55
_total_solve_elapsed_time,7638.00631,AMPL4,55
_total_solve_system_time,217.681693,AMPL4,55
_total_solve_user_time,18062.699447,AMPL4,55
_total_solve_time,18280.38114,AMPL4,55
_ampl_elapsed_time,4988.522617,AMPL4,56
_ampl_system_time,98.25362,AMPL4,56
_ampl_user_time,4358.248043,AMPL4,56
_ampl_time,4456.501676,AMPL4,56
_solve_elapsed_time,105.11837,AMPL4,56
_solve_system_time,3.795443,AMPL4,56
_solve_user_time,254.047951,AMPL4,56
_solve_time,257.843394,AMPL4,56
_total_solve_elapsed_time,7743.12468,AMPL4,56
_total_solve_system_time,221.477136,AMPL4,56
_total_solve_user_time,18316.747398,AMPL4,56
_total_solve_time,18538.224534,AMPL4,56
_ampl_elapsed_time,5069.587536,AMPL4,57
_ampl_system_time,99.72892,AMPL4,57
_ampl_user_time,4430.712164,AMPL4,57
_ampl_time,4530.4411,AMPL4,57
_solve_elapsed_time,67.694963,AMPL4,57
_solve_system_time,2.173796,AMPL4,57
_solve_user_time,332.193086,AMPL4,57
_solve_time,334.366882,AMPL4,57
_total_solve_elapsed_time,7810.819643,AMPL4,57
_total_solve_system_time,223.650932,AMPL4,57
_total_solve_user_time,18648.940484,AMPL4,57
_total_solve_time,18872.591416,AMPL4,57
_ampl_elapsed_time,5109.202263,AMPL4,58
_ampl_system_time,100.507242,AMPL4,58
_ampl_user_time,4469.528963,AMPL4,58
_ampl_time,4570.03622,AMPL4,58
_solve_elapsed_time,85.756718,AMPL4,58
_solve_system_time,1.88088,AMPL4,58
_solve_user_time,436.346243,AMPL4,58
_solve_time,438.227123,AMPL4,58
_total_solve_elapsed_time,7896.576361,AMPL4,58
_total_solve_system_time,225.531812,AMPL4,58
_total_solve_user_time,19085.286727,AMPL4,58
_total_solve_time,19310.818539,AMPL4,58
_ampl_elapsed_time,5148.587192,AMPL4,59
_ampl_system_time,101.096839,AMPL4,59
_ampl_user_time,4508.30597,AMPL4,59
_ampl_time,4609.402824,AMPL4,59
_solve_elapsed_time,57.748683,AMPL4,59
_solve_system_time,1.964743,AMPL4,59
_solve_user_time,276.034513,AMPL4,59
_solve_time,277.999256,AMPL4,59
_total_solve_elapsed_time,7954.325044,AMPL4,59
_total_solve_system_time,227.496555,AMPL4,59
_total_solve_user_time,19361.32124,AMPL4,59
_total_solve_time,19588.817795,AMPL4,59
_ampl_elapsed_time,5187.865304,AMPL4,60
_ampl_system_time,101.702377,AMPL4,60
_ampl_user_time,4546.954479,AMPL4,60
_ampl_time,4648.656873,AMPL4,60
_solve_elapsed_time,55.133943,AMPL4,60
_solve_system_time,1.965669,AMPL4,60
_solve_user_time,231.847721,AMPL4,60
_solve_time,233.81339,AMPL4,60
_total_solve_elapsed_time,8009.458987,AMPL4,60
_total_solve_system_time,229.462224,AMPL4,60
_total_solve_user_time,19593.168961,AMPL4,60
_total_solve_time,19822.631185,AMPL4,60
_ampl_elapsed_time,5227.118642,AMPL4,61
_ampl_system_time,102.336922,AMPL4,61
_ampl_user_time,4585.555891,AMPL4,61
_ampl_time,4687.892828,AMPL4,61
_solve_elapsed_time,44.307477,AMPL4,61
_solve_system_time,2.271218,AMPL4,61
_solve_user_time,142.977449,AMPL4,61
_solve_time,145.248667,AMPL4,61
